address,district_id,district_name,electoral_district_type,electoral_district_id,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a1_percentage,eligible_voters_a2,eligible_voters_a2_percentage,eligible_voters_a3,eligible_voters_a3_percentage,voters,voters_percentage,voters_with_voting_license,voters_with_voting_license_percentage,valid_votes,valid_votes_percentage,invalid_votes,invalid_votes_percentage,party_grüne,party_grüne_percentage,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_die_partei,party_die_partei_percentage,party_fdp,party_fdp_percentage,party_tierschutzpartei,party_tierschutzpartei_percentage,party_mera25,party_mera25_percentage,party_volt,party_volt_percentage,party_piraten,party_piraten_percentage,party_familie,party_familie_percentage,party_ödp,party_ödp_percentage,party_freie_wähler,party_freie_wähler_percentage,party_tierschutz_hier,party_tierschutz_hier_percentage,party_big,party_big_percentage,party_verjüngungsforschung,party_verjüngungsforschung_percentage,party_pdh,party_pdh_percentage,party_heimat,party_heimat_percentage,party_dkp,party_dkp_percentage,party_menschliche_welt,party_menschliche_welt_percentage,party_bündnis_c,party_bündnis_c_percentage,party_mlpd,party_mlpd_percentage,party_sgp,party_sgp_percentage,party_abg,party_abg_percentage,party_die_basis,party_die_basis_percentage,party_bündnis_deutschand,party_bündnis_deutschand_percentage,party_bsw,party_bsw_percentage,party_dawa,party_dawa_percentage,party_klimaliste,party_klimaliste_percentage,party_letzte_generation,party_letzte_generation_percentage,party_pdv,party_pdv_percentage,party_pdf,party_pdf_percentage,party_v_partei3,party_v_partei3_percentage,aufn
03B4H,03,Pankow,B,4H,034H,4,76,O,0,0,0.0,0,0.0,0,0.0,1028,0.0,1028,100.0,1025,99.7,3,0.3,102,10.0,234,22.8,159,15.5,45,4.4,142,13.9,27,2.6,42,4.1,26,2.5,3,0.3,13,1.3,1,0.1,5,0.5,8,0.8,7,0.7,10,1.0,0,0.0,1,0.1,1,0.1,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,2,0.2,6,0.6,163,15.9,0,0.0,2,0.2,7,0.7,3,0.3,11,1.1,2,0.2,
03B4I,03,Pankow,B,4I,034I,4,76,O,0,0,0.0,0,0.0,0,0.0,780,0.0,780,100.0,776,99.5,4,0.5,111,14.3,192,24.7,103,13.3,39,5.0,93,12.0,16,2.1,43,5.5,11,1.4,5,0.6,15,1.9,4,0.5,5,0.6,5,0.6,4,0.5,2,0.3,1,0.1,1,0.1,0,0.0,1,0.1,1,0.1,2,0.3,0,0.0,0,0.0,1,0.1,2,0.3,0,0.0,3,0.4,108,13.9,0,0.0,2,0.3,0,0.0,1,0.1,5,0.6,0,0.0,
03B4K,03,Pankow,B,4K,034K,4,76,O,0,0,0.0,0,0.0,0,0.0,755,0.0,755,100.0,753,99.7,2,0.3,104,13.8,135,17.9,96,12.7,62,8.2,95,12.6,24,3.2,23,3.1,25,3.3,5,0.7,22,2.9,3,0.4,4,0.5,2,0.3,6,0.8,4,0.5,0,0.0,0,0.0,5,0.7,1,0.1,3,0.4,0,0.0,1,0.1,2,0.3,0,0.0,1,0.1,1,0.1,2,0.3,108,14.3,2,0.3,0,0.0,6,0.8,1,0.1,10,1.3,0,0.0,
03W500,03,Pankow,W,500,035A,5,76,O,1125,647,57.5,478,42.5,0,0.0,313,27.8,1,0.3,313,100.0,0,0.0,60,19.2,33,10.5,43,13.7,31,9.9,41,13.1,13,4.2,10,3.2,5,1.6,3,1.0,14,4.5,0,0.0,0,0.0,4,1.3,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,2,0.6,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,44,14.1,0,0.0,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,
03W501,03,Pankow,W,501,035B,5,76,O,1240,801,64.6,439,35.4,0,0.0,385,31.0,3,0.8,385,100.0,0,0.0,43,11.2,46,11.9,43,11.2,39,10.1,91,23.6,15,3.9,6,1.6,12,3.1,0,0.0,11,2.9,1,0.3,1,0.3,5,1.3,2,0.5,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,3,0.8,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,57,14.8,0,0.0,0,0.0,3,0.8,1,0.3,0,0.0,1,0.3,
03W502,03,Pankow,W,502,035C,5,76,O,1043,668,64.0,375,36.0,0,0.0,400,38.4,4,1.0,396,99.0,4,1.0,106,26.8,29,7.3,49,12.4,42,10.6,35,8.8,18,4.5,12,3.0,5,1.3,5,1.3,43,10.9,2,0.5,0,0.0,6,1.5,2,0.5,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,2,0.5,0,0.0,1,0.3,0,0.0,1,0.3,2,0.5,0,0.0,28,7.1,1,0.3,1,0.3,1,0.3,2,0.5,0,0.0,0,0.0,
03W503,03,Pankow,W,503,035D,5,76,O,1117,713,63.8,404,36.2,0,0.0,350,31.3,8,2.3,348,99.4,2,0.6,76,21.8,39,11.2,42,12.1,33,9.5,47,13.5,15,4.3,4,1.1,5,1.4,7,2.0,19,5.5,3,0.9,1,0.3,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,1,0.3,43,12.4,0,0.0,0,0.0,3,0.9,0,0.0,2,0.6,2,0.6,
03W504,03,Pankow,W,504,035E,5,76,O,1468,902,61.4,566,38.6,0,0.0,581,39.6,12,2.1,579,99.7,2,0.3,204,35.2,36,6.2,61,10.5,55,9.5,50,8.6,23,4.0,19,3.3,14,2.4,13,2.2,39,6.7,2,0.3,3,0.5,3,0.5,1,0.2,1,0.2,0,0.0,0,0.0,2,0.3,0,0.0,1,0.2,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3,2,0.3,40,6.9,0,0.0,1,0.2,4,0.7,0,0.0,0,0.0,1,0.2,
03W505,03,Pankow,W,505,035F,5,76,O,1121,765,68.2,356,31.8,0,0.0,394,35.1,5,1.3,389,98.7,5,1.3,71,18.3,49,12.6,67,17.2,32,8.2,46,11.8,19,4.9,11,2.8,12,3.1,6,1.5,23,5.9,2,0.5,1,0.3,3,0.8,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,2,0.5,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,35,9.0,0,0.0,0,0.0,1,0.3,0,0.0,3,0.8,0,0.0,
03W506,03,Pankow,W,506,035G,5,76,O,1200,708,59.0,492,41.0,0,0.0,395,32.9,6,1.5,392,99.2,3,0.8,97,24.7,37,9.4,32,8.2,53,13.5,54,13.8,27,6.9,8,2.0,8,2.0,5,1.3,23,5.9,1,0.3,1,0.3,1,0.3,1,0.3,3,0.8,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,29,7.4,0,0.0,0,0.0,5,1.3,0,0.0,3,0.8,0,0.0,
03W507,03,Pankow,W,507,035H,5,76,O,1345,906,67.4,439,32.6,0,0.0,405,30.1,3,0.7,400,98.8,5,1.2,36,9.0,58,14.5,59,14.8,47,11.8,70,17.5,15,3.8,8,2.0,11,2.8,4,1.0,19,4.8,2,0.5,0,0.0,1,0.3,4,1.0,2,0.5,0,0.0,1,0.3,1,0.3,1,0.3,3,0.8,2,0.5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,2,0.5,43,10.8,1,0.3,0,0.0,3,0.8,0,0.0,2,0.5,3,0.8,
03W508,03,Pankow,W,508,035E,5,76,O,1389,920,66.2,469,33.8,0,0.0,472,34.0,12,2.5,468,99.2,4,0.8,89,19.0,44,9.4,61,13.0,51,10.9,67,14.3,26,5.6,6,1.3,10,2.1,4,0.9,30,6.4,2,0.4,1,0.2,2,0.4,3,0.6,3,0.6,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,1,0.2,3,0.6,54,11.5,1,0.2,2,0.4,0,0.0,0,0.0,2,0.4,1,0.2,
03W509,03,Pankow,W,509,035H,5,76,O,1515,957,63.2,558,36.8,0,0.0,411,27.1,0,0.0,406,98.8,5,1.2,74,18.2,42,10.3,39,9.6,41,10.1,77,19.0,16,3.9,9,2.2,12,3.0,3,0.7,19,4.7,0,0.0,3,0.7,0,0.0,1,0.2,3,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,3,0.7,1,0.2,54,13.3,0,0.0,1,0.2,1,0.2,0,0.0,6,1.5,0,0.0,
03W510,03,Pankow,W,510,035A,5,76,O,1497,946,63.2,551,36.8,0,0.0,441,29.5,8,1.8,439,99.5,2,0.5,57,13.0,36,8.2,45,10.3,34,7.7,100,22.8,16,3.6,13,3.0,16,3.6,3,0.7,22,5.0,0,0.0,8,1.8,1,0.2,2,0.5,6,1.4,1,0.2,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,1,0.2,4,0.9,60,13.7,2,0.5,0,0.0,2,0.5,2,0.5,2,0.5,1,0.2,
03W511,03,Pankow,W,511,035C,5,76,O,1356,859,63.3,497,36.7,0,0.0,532,39.2,4,0.8,530,99.6,2,0.4,127,24.0,41,7.7,53,10.0,60,11.3,69,13.0,29,5.5,14,2.6,16,3.0,7,1.3,36,6.8,2,0.4,1,0.2,3,0.6,2,0.4,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,4,0.8,0,0.0,55,10.4,1,0.2,0,0.0,5,0.9,0,0.0,0,0.0,1,0.2,
03W512,03,Pankow,W,512,035I,5,76,O,1436,1020,71.0,416,29.0,0,0.0,461,32.1,1,0.2,459,99.6,2,0.4,69,15.0,45,9.8,52,11.3,38,8.3,91,19.8,19,4.1,6,1.3,16,3.5,5,1.1,20,4.4,6,1.3,5,1.1,2,0.4,1,0.2,4,0.9,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,3,0.7,3,0.7,62,13.5,0,0.0,3,0.7,5,1.1,0,0.0,2,0.4,0,0.0,
03W513,03,Pankow,W,513,035K,5,76,O,1452,982,67.6,470,32.4,0,0.0,578,39.8,13,2.2,576,99.7,2,0.3,96,16.7,66,11.5,65,11.3,48,8.3,116,20.1,24,4.2,11,1.9,10,1.7,6,1.0,16,2.8,4,0.7,0,0.0,6,1.0,4,0.7,3,0.5,1,0.2,0,0.0,2,0.3,0,0.0,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,86,14.9,0,0.0,0,0.0,5,0.9,0,0.0,4,0.7,0,0.0,
03W514,03,Pankow,W,514,035L,5,76,O,1482,1079,72.8,403,27.2,0,0.0,451,30.4,2,0.4,448,99.3,3,0.7,48,10.7,38,8.5,44,9.8,43,9.6,86,19.2,29,6.5,8,1.8,13,2.9,9,2.0,28,6.3,1,0.2,5,1.1,2,0.4,3,0.7,4,0.9,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,2,0.4,0,0.0,2,0.4,6,1.3,3,0.7,61,13.6,2,0.4,2,0.4,3,0.7,1,0.2,3,0.7,0,0.0,
03W515,03,Pankow,W,515,035I,5,76,O,1108,739,66.7,369,33.3,0,0.0,419,37.8,6,1.4,418,99.8,1,0.2,71,17.0,64,15.3,40,9.6,22,5.3,64,15.3,16,3.8,21,5.0,9,2.2,10,2.4,35,8.4,1,0.2,7,1.7,2,0.5,3,0.7,1,0.2,0,0.0,1,0.2,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,43,10.3,0,0.0,0,0.0,1,0.2,0,0.0,3,0.7,0,0.0,
03W516,03,Pankow,W,516,035M,5,76,O,1161,719,61.9,442,38.1,0,0.0,449,38.7,4,0.9,447,99.6,2,0.4,50,11.2,90,20.1,49,11.0,24,5.4,85,19.0,16,3.6,15,3.4,12,2.7,5,1.1,15,3.4,0,0.0,4,0.9,4,0.9,5,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,3,0.7,3,0.7,58,13.0,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,3,0.7,
03W517,03,Pankow,W,517,035M,5,76,O,1418,983,69.3,435,30.7,0,0.0,597,42.1,6,1.0,596,99.8,1,0.2,51,8.6,107,18.0,67,11.2,37,6.2,161,27.0,22,3.7,22,3.7,7,1.2,2,0.3,16,2.7,4,0.7,3,0.5,4,0.7,4,0.7,0,0.0,1,0.2,1,0.2,2,0.3,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.5,4,0.7,70,11.7,1,0.2,1,0.2,1,0.2,0,0.0,3,0.5,1,0.2,
03W518,03,Pankow,W,518,035K,5,76,O,1280,836,65.3,444,34.7,0,0.0,441,34.5,6,1.4,439,99.5,2,0.5,82,18.7,47,10.7,33,7.5,58,13.2,47,10.7,32,7.3,9,2.1,18,4.1,2,0.5,31,7.1,8,1.8,3,0.7,4,0.9,2,0.5,4,0.9,0,0.0,0,0.0,1,0.2,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,2,0.5,42,9.6,0,0.0,1,0.2,3,0.7,0,0.0,3,0.7,3,0.7,
03W519,03,Pankow,W,519,035D,5,76,O,1407,869,61.8,538,38.2,0,0.0,461,32.8,12,2.6,460,99.8,1,0.2,93,20.2,36,7.8,63,13.7,51,11.1,64,13.9,22,4.8,5,1.1,10,2.2,13,2.8,39,8.5,1,0.2,3,0.7,1,0.2,0,0.0,5,1.1,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,42,9.1,0,0.0,0,0.0,3,0.7,0,0.0,4,0.9,0,0.0,
03W520,03,Pankow,W,520,035F,5,76,O,1383,825,59.7,558,40.3,0,0.0,478,34.6,8,1.7,474,99.2,4,0.8,127,26.8,29,6.1,54,11.4,50,10.5,47,9.9,25,5.3,15,3.2,4,0.8,13,2.7,40,8.4,2,0.4,1,0.2,2,0.4,3,0.6,2,0.4,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,1,0.2,2,0.4,4,0.8,38,8.0,0,0.0,1,0.2,7,1.5,1,0.2,1,0.2,0,0.0,
03W521,03,Pankow,W,521,035B,5,76,O,1332,826,62.0,506,38.0,0,0.0,473,35.5,4,0.8,470,99.4,3,0.6,115,24.5,50,10.6,55,11.7,58,12.3,53,11.3,26,5.5,5,1.1,10,2.1,8,1.7,29,6.2,0,0.0,2,0.4,2,0.4,3,0.6,2,0.4,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,39,8.3,0,0.0,3,0.6,3,0.6,0,0.0,1,0.2,0,0.0,
03W522,03,Pankow,W,522,035G,5,76,O,1158,743,64.2,415,35.8,0,0.0,423,36.5,7,1.7,422,99.8,1,0.2,98,23.2,49,11.6,47,11.1,29,6.9,55,13.0,19,4.5,18,4.3,8,1.9,7,1.7,24,5.7,3,0.7,3,0.7,2,0.5,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,42,10.0,0,0.0,0,0.0,10,2.4,0,0.0,1,0.2,0,0.0,
03W523,03,Pankow,W,523,035L,5,76,O,987,690,69.9,297,30.1,0,0.0,351,35.6,3,0.9,347,98.9,4,1.1,44,12.7,41,11.8,44,12.7,19,5.5,79,22.8,12,3.5,10,2.9,9,2.6,3,0.9,20,5.8,2,0.6,2,0.6,1,0.3,2,0.6,2,0.6,0,0.0,0,0.0,3,0.9,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6,44,12.7,0,0.0,0,0.0,4,1.2,0,0.0,2,0.6,0,0.0,
03B5A,03,Pankow,B,5A,035A,5,76,O,0,0,0.0,0,0.0,0,0.0,961,0.0,961,100.0,958,99.7,3,0.3,195,20.4,128,13.4,132,13.8,102,10.6,69,7.2,45,4.7,29,3.0,24,2.5,2,0.2,37,3.9,9,0.9,6,0.6,5,0.5,7,0.7,5,0.5,1,0.1,1,0.1,1,0.1,1,0.1,2,0.2,2,0.2,0,0.0,0,0.0,1,0.1,2,0.2,1,0.1,2,0.2,132,13.8,0,0.0,0,0.0,5,0.5,0,0.0,11,1.1,1,0.1,
03B5B,03,Pankow,B,5B,035B,5,76,O,0,0,0.0,0,0.0,0,0.0,887,0.0,887,100.0,882,99.4,5,0.6,174,19.7,92,10.4,117,13.3,122,13.8,68,7.7,48,5.4,13,1.5,22,2.5,7,0.8,35,4.0,3,0.3,3,0.3,3,0.3,8,0.9,9,1.0,2,0.2,2,0.2,0,0.0,0,0.0,1,0.1,1,0.1,2,0.2,0,0.0,1,0.1,1,0.1,2,0.2,2,0.2,134,15.2,1,0.1,0,0.0,7,0.8,0,0.0,1,0.1,1,0.1,
03B5C,03,Pankow,B,5C,035C,5,76,O,0,0,0.0,0,0.0,0,0.0,816,0.0,816,100.0,814,99.8,2,0.2,251,30.8,87,10.7,91,11.2,74,9.1,38,4.7,34,4.2,28,3.4,15,1.8,2,0.2,56,6.9,5,0.6,2,0.2,2,0.2,3,0.4,3,0.4,0,0.0,1,0.1,4,0.5,0,0.0,2,0.2,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,92,11.3,0,0.0,2,0.2,8,1.0,0,0.0,6,0.7,4,0.5,
03B5D,03,Pankow,B,5D,035D,5,76,O,0,0,0.0,0,0.0,0,0.0,873,0.0,873,100.0,870,99.7,3,0.3,209,24.0,101,11.6,111,12.8,83,9.5,66,7.6,61,7.0,23,2.6,18,2.1,7,0.8,37,4.3,8,0.9,5,0.6,2,0.2,5,0.6,7,0.8,1,0.1,1,0.1,2,0.2,1,0.1,3,0.3,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,7,0.8,2,0.2,92,10.6,0,0.0,3,0.3,7,0.8,0,0.0,7,0.8,0,0.0,
03B5E,03,Pankow,B,5E,035E,5,76,O,0,0,0.0,0,0.0,0,0.0,968,0.0,968,100.0,967,99.9,1,0.1,335,34.6,88,9.1,113,11.7,94,9.7,31,3.2,40,4.1,25,2.6,15,1.6,11,1.1,49,5.1,5,0.5,9,0.9,6,0.6,8,0.8,3,0.3,1,0.1,1,0.1,1,0.1,1,0.1,3,0.3,4,0.4,0,0.0,0,0.0,1,0.1,1,0.1,2,0.2,1,0.1,101,10.4,1,0.1,7,0.7,6,0.6,0,0.0,3,0.3,1,0.1,
03B5F,03,Pankow,B,5F,035F,5,76,O,0,0,0.0,0,0.0,0,0.0,856,0.0,856,100.0,855,99.9,1,0.1,243,28.4,97,11.3,101,11.8,93,10.9,43,5.0,47,5.5,25,2.9,13,1.5,14,1.6,53,6.2,3,0.4,2,0.2,0,0.0,4,0.5,3,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,2,0.2,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,3,0.4,91,10.6,0,0.0,0,0.0,9,1.1,1,0.1,5,0.6,0,0.0,
03B5G,03,Pankow,B,5G,035G,5,76,O,0,0,0.0,0,0.0,0,0.0,841,0.0,841,100.0,837,99.5,4,0.5,231,27.6,109,13.0,98,11.7,62,7.4,44,5.3,37,4.4,29,3.5,18,2.2,8,1.0,54,6.5,5,0.6,1,0.1,2,0.2,7,0.8,6,0.7,0,0.0,0,0.0,5,0.6,0,0.0,1,0.1,2,0.2,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,5,0.6,93,11.1,1,0.1,1,0.1,8,1.0,0,0.0,4,0.5,4,0.5,
03B5H,03,Pankow,B,5H,035H,5,76,O,0,0,0.0,0,0.0,0,0.0,926,0.0,926,100.0,923,99.7,3,0.3,145,15.7,132,14.3,136,14.7,88,9.5,96,10.4,34,3.7,28,3.0,22,2.4,7,0.8,58,6.3,7,0.8,5,0.5,6,0.7,6,0.7,4,0.4,2,0.2,1,0.1,1,0.1,0,0.0,4,0.4,2,0.2,1,0.1,0,0.0,2,0.2,0,0.0,0,0.0,1,0.1,118,12.8,1,0.1,1,0.1,8,0.9,0,0.0,7,0.8,0,0.0,
03B5I,03,Pankow,B,5I,035I,5,76,O,0,0,0.0,0,0.0,0,0.0,711,0.0,711,100.0,707,99.4,4,0.6,143,20.2,98,13.9,81,11.5,84,11.9,73,10.3,43,6.1,18,2.5,16,2.3,5,0.7,26,3.7,3,0.4,7,1.0,1,0.1,8,1.1,2,0.3,1,0.1,0,0.0,1,0.1,0,0.0,3,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,76,10.7,0,0.0,1,0.1,7,1.0,0,0.0,4,0.6,3,0.4,
03B5K,03,Pankow,B,5K,035K,5,76,O,0,0,0.0,0,0.0,0,0.0,852,0.0,852,100.0,848,99.5,4,0.5,168,19.8,103,12.1,108,12.7,91,10.7,69,8.1,48,5.7,11,1.3,24,2.8,7,0.8,43,5.1,5,0.6,5,0.6,6,0.7,4,0.5,4,0.5,0,0.0,0,0.0,6,0.7,0,0.0,3,0.4,3,0.4,0,0.0,1,0.1,0,0.0,3,0.4,2,0.2,4,0.5,111,13.1,1,0.1,2,0.2,10,1.2,0,0.0,5,0.6,1,0.1,
03B5L,03,Pankow,B,5L,035L,5,76,O,0,0,0.0,0,0.0,0,0.0,650,0.0,650,100.0,649,99.8,1,0.2,96,14.8,100,15.4,84,12.9,65,10.0,85,13.1,22,3.4,17,2.6,24,3.7,5,0.8,32,4.9,2,0.3,8,1.2,2,0.3,2,0.3,4,0.6,3,0.5,1,0.2,8,1.2,0,0.0,2,0.3,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,2,0.3,0,0.0,67,10.3,0,0.0,1,0.2,9,1.4,2,0.3,4,0.6,0,0.0,
03B5M,03,Pankow,B,5M,035M,5,76,O,0,0,0.0,0,0.0,0,0.0,819,0.0,819,100.0,816,99.6,3,0.4,93,11.4,181,22.2,111,13.6,48,5.9,115,14.1,31,3.8,28,3.4,14,1.7,3,0.4,23,2.8,4,0.5,3,0.4,1,0.1,6,0.7,5,0.6,1,0.1,0,0.0,3,0.4,0,0.0,1,0.1,2,0.2,0,0.0,1,0.1,0,0.0,0,0.0,2,0.2,3,0.4,125,15.3,3,0.4,0,0.0,3,0.4,0,0.0,6,0.7,0,0.0,
03W600,03,Pankow,W,600,036A,6,76,O,1313,800,60.9,513,39.1,0,0.0,485,36.9,12,2.5,483,99.6,2,0.4,137,28.4,45,9.3,56,11.6,48,9.9,39,8.1,26,5.4,18,3.7,6,1.2,14,2.9,42,8.7,1,0.2,0,0.0,3,0.6,3,0.6,4,0.8,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,25,5.2,3,0.6,1,0.2,6,1.2,0,0.0,0,0.0,2,0.4,
03W601,03,Pankow,W,601,036B,6,76,O,1331,888,66.7,443,33.3,0,0.0,483,36.3,10,2.1,480,99.4,3,0.6,131,27.3,51,10.6,56,11.7,58,12.1,34,7.1,23,4.8,11,2.3,10,2.1,12,2.5,41,8.5,6,1.3,0,0.0,1,0.2,1,0.2,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,6.5,1,0.2,1,0.2,5,1.0,1,0.2,2,0.4,0,0.0,
03W602,03,Pankow,W,602,036C,6,76,O,1211,717,59.2,494,40.8,0,0.0,454,37.5,10,2.2,454,100.0,0,0.0,151,33.3,25,5.5,42,9.3,62,13.7,25,5.5,22,4.8,15,3.3,12,2.6,10,2.2,42,9.3,3,0.7,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,32,7.0,1,0.2,1,0.2,6,1.3,0,0.0,2,0.4,0,0.0,
03W603,03,Pankow,W,603,036C,6,76,O,1108,702,63.4,406,36.6,0,0.0,499,45.0,11,2.2,499,100.0,0,0.0,167,33.5,23,4.6,60,12.0,51,10.2,40,8.0,42,8.4,11,2.2,2,0.4,8,1.6,34,6.8,3,0.6,1,0.2,1,0.2,2,0.4,0,0.0,0,0.0,0,0.0,6,1.2,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,36,7.2,0,0.0,0,0.0,6,1.2,0,0.0,1,0.2,1,0.2,
03W604,03,Pankow,W,604,036A,6,76,O,1058,664,62.8,394,37.2,0,0.0,441,41.7,6,1.4,439,99.5,2,0.5,129,29.4,29,6.6,51,11.6,63,14.4,22,5.0,32,7.3,8,1.8,5,1.1,6,1.4,51,11.6,2,0.5,0,0.0,0,0.0,2,0.5,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,29,6.6,2,0.5,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,
03W605,03,Pankow,W,605,036D,6,76,O,1165,710,60.9,455,39.1,0,0.0,452,38.8,12,2.7,450,99.6,2,0.4,150,33.3,32,7.1,55,12.2,60,13.3,24,5.3,20,4.4,13,2.9,7,1.6,10,2.2,38,8.4,4,0.9,0,0.0,0,0.0,2,0.4,2,0.4,0,0.0,0,0.0,3,0.7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,2,0.4,18,4.0,0,0.0,0,0.0,4,0.9,0,0.0,3,0.7,0,0.0,
03W606,03,Pankow,W,606,036E,6,76,O,1329,832,62.6,497,37.4,0,0.0,542,40.8,12,2.2,541,99.8,1,0.2,223,41.2,40,7.4,49,9.1,37,6.8,27,5.0,32,5.9,22,4.1,5,0.9,7,1.3,43,7.9,3,0.6,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,0,0.0,4,0.7,1,0.2,0,0.0,1,0.2,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,7.4,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,
03W607,03,Pankow,W,607,036F,6,76,O,896,583,65.1,313,34.9,0,0.0,403,45.0,12,3.0,402,99.8,1,0.2,152,37.8,35,8.7,43,10.7,42,10.4,24,6.0,21,5.2,18,4.5,5,1.2,8,2.0,23,5.7,3,0.7,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,15,3.7,2,0.5,1,0.2,1,0.2,0,0.0,3,0.7,0,0.0,
