address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
04W315,04,Charlottenburg-Wilmersdorf,315,W,3H,W,3,80,1227,585,4,581,89,15.3,74,12.7,251,43.2,40,6.9,25,4.3,32,5.5
04W316,04,Charlottenburg-Wilmersdorf,316,W,3F,W,3,80,1227,605,3,602,103,17.1,93,15.4,220,36.5,41,6.8,33,5.5,45,7.5
04W317,04,Charlottenburg-Wilmersdorf,317,W,3E,W,3,80,1033,468,2,466,81,17.4,92,19.7,162,34.8,24,5.2,25,5.4,28,6
04W318,04,Charlottenburg-Wilmersdorf,318,W,3E,W,3,80,1167,609,2,607,92,15.2,57,9.4,266,43.8,63,10.4,23,3.8,31,5.1
04W319,04,Charlottenburg-Wilmersdorf,319,W,3F,W,3,80,932,474,3,471,69,14.6,40,8.5,240,51,29,6.2,26,5.5,12,2.5
04W320,04,Charlottenburg-Wilmersdorf,320,W,3K,W,3,80,1183,482,5,477,60,12.6,48,10.1,204,42.8,32,6.7,26,5.5,36,7.5
04W321,04,Charlottenburg-Wilmersdorf,321,W,3M,W,3,80,1171,482,1,481,85,17.7,76,15.8,166,34.5,30,6.2,29,6,43,8.9
04W322,04,Charlottenburg-Wilmersdorf,322,W,3H,W,3,80,1228,624,3,621,104,16.7,85,13.7,253,40.7,51,8.2,27,4.3,36,5.8
04W323,04,Charlottenburg-Wilmersdorf,323,W,3M,W,3,80,1126,515,2,513,78,15.2,99,19.3,172,33.5,26,5.1,34,6.6,41,8
04W324,04,Charlottenburg-Wilmersdorf,324,W,3N,W,3,80,1222,558,2,556,95,17.1,72,12.9,209,37.6,35,6.3,42,7.6,53,9.5
04W325,04,Charlottenburg-Wilmersdorf,325,W,3N,W,3,80,714,277,2,275,47,17.1,33,12,104,37.8,19,6.9,15,5.5,26,9.5
04W326,04,Charlottenburg-Wilmersdorf,326,W,3P,W,3,80,967,429,2,427,61,14.3,53,12.4,184,43.1,30,7,19,4.4,27,6.3
04W327,04,Charlottenburg-Wilmersdorf,327,W,3C,W,3,80,1045,476,0,476,67,14.1,42,8.8,209,43.9,45,9.5,24,5,20,4.2
04W328,04,Charlottenburg-Wilmersdorf,328,W,3E,W,3,80,1094,500,6,494,92,18.6,76,15.4,165,33.4,41,8.3,33,6.7,21,4.3
04W329,04,Charlottenburg-Wilmersdorf,329,W,3D,W,3,80,1201,591,5,586,84,14.3,56,9.6,230,39.2,71,12.1,33,5.6,27,4.6
04W401,04,Charlottenburg-Wilmersdorf,401,W,4B,W,4,80,1426,671,5,666,88,13.2,60,9,247,37.1,32,4.8,53,8,38,5.7
04W402,04,Charlottenburg-Wilmersdorf,402,W,4C,W,4,80,1417,560,8,552,96,17.4,72,13,148,26.8,67,12.1,39,7.1,28,5.1
04W403,04,Charlottenburg-Wilmersdorf,403,W,4A,W,4,80,794,316,1,315,51,16.2,61,19.4,100,31.7,11,3.5,17,5.4,34,10.8
04W404,04,Charlottenburg-Wilmersdorf,404,W,4D,W,4,80,1090,542,8,534,98,18.4,78,14.6,184,34.5,38,7.1,36,6.7,29,5.4
04W405,04,Charlottenburg-Wilmersdorf,405,W,4A,W,4,80,1067,480,9,471,67,14.2,47,10,203,43.1,25,5.3,33,7,14,3
04W406,04,Charlottenburg-Wilmersdorf,406,W,4B,W,4,80,1184,477,9,468,68,14.5,77,16.5,119,25.4,46,9.8,47,10,20,4.3
04W407,04,Charlottenburg-Wilmersdorf,407,W,4E,W,4,80,1040,455,2,453,63,13.9,49,10.8,177,39.1,38,8.4,26,5.7,19,4.2
04W408,04,Charlottenburg-Wilmersdorf,408,W,4H,W,4,80,1257,493,8,485,73,15.1,82,16.9,131,27,59,12.2,37,7.6,29,6
04W409,04,Charlottenburg-Wilmersdorf,409,W,4C,W,4,80,1280,560,4,556,89,16,89,16,214,38.5,44,7.9,33,5.9,32,5.8
04W410,04,Charlottenburg-Wilmersdorf,410,W,4J,W,4,80,1430,619,3,616,80,13,70,11.4,244,39.6,51,8.3,32,5.2,32,5.2
04W411,04,Charlottenburg-Wilmersdorf,411,W,4E,W,4,80,1207,548,3,545,89,16.3,72,13.2,202,37.1,46,8.4,36,6.6,25,4.6
04W412,04,Charlottenburg-Wilmersdorf,412,W,4J,W,4,80,1129,560,1,559,80,14.3,95,17,209,37.4,36,6.4,37,6.6,30,5.4
04W413,04,Charlottenburg-Wilmersdorf,413,W,4E,W,4,80,1142,508,0,508,74,14.6,62,12.2,189,37.2,32,6.3,31,6.1,35,6.9
04W414,04,Charlottenburg-Wilmersdorf,414,W,4K,W,4,80,1027,453,2,451,93,20.6,59,13.1,195,43.2,23,5.1,17,3.8,22,4.9
04W415,04,Charlottenburg-Wilmersdorf,415,W,4A,W,4,80,943,385,2,383,58,15.1,55,14.4,149,38.9,27,7,17,4.4,37,9.7
04W416,04,Charlottenburg-Wilmersdorf,416,W,4I,W,4,80,924,396,1,395,71,18,44,11.1,165,41.8,25,6.3,20,5.1,21,5.3
04W417,04,Charlottenburg-Wilmersdorf,417,W,4F,W,4,80,1157,541,3,538,95,17.7,73,13.6,193,35.9,33,6.1,36,6.7,42,7.8
04W418,04,Charlottenburg-Wilmersdorf,418,W,4M,W,4,80,873,442,1,441,64,14.5,70,15.9,181,41,13,2.9,29,6.6,35,7.9
04W419,04,Charlottenburg-Wilmersdorf,419,W,4E,W,4,80,1294,598,2,596,104,17.4,94,15.8,231,38.8,34,5.7,15,2.5,52,8.7
04W420,04,Charlottenburg-Wilmersdorf,420,W,4F,W,4,80,758,329,0,329,65,19.8,65,19.8,105,31.9,15,4.6,16,4.9,36,10.9
04W421,04,Charlottenburg-Wilmersdorf,421,W,4F,W,4,80,1028,377,3,374,65,17.4,51,13.6,123,32.9,19,5.1,28,7.5,33,8.8
04W422,04,Charlottenburg-Wilmersdorf,422,W,4N,W,4,80,1317,560,1,559,70,12.5,121,21.6,205,36.7,17,3,36,6.4,53,9.5
04W423,04,Charlottenburg-Wilmersdorf,423,W,4G,W,4,80,867,298,0,298,32,10.7,65,21.8,101,33.9,11,3.7,21,7,42,14.1
04W424,04,Charlottenburg-Wilmersdorf,424,W,4G,W,4,80,1269,572,1,571,90,15.8,117,20.5,177,31,37,6.5,32,5.6,54,9.5
04W425,04,Charlottenburg-Wilmersdorf,425,W,4G,W,4,80,1087,458,0,458,71,15.5,94,20.5,157,34.3,14,3.1,28,6.1,49,10.7
04W426,04,Charlottenburg-Wilmersdorf,426,W,4I,W,4,80,1010,461,0,461,76,16.5,63,13.7,193,41.9,22,4.8,27,5.9,31,6.7
04W427,04,Charlottenburg-Wilmersdorf,427,W,4C,W,4,80,933,296,2,294,41,13.9,40,13.6,87,29.6,32,10.9,33,11.2,21,7.1
04W428,04,Charlottenburg-Wilmersdorf,428,W,4H,W,4,80,1212,607,2,605,89,14.7,99,16.4,224,37,40,6.6,42,6.9,32,5.3
04W429,04,Charlottenburg-Wilmersdorf,429,W,4P,W,4,80,1432,547,2,545,90,16.5,77,14.1,208,38.2,41,7.5,34,6.2,42,7.7
04W501,04,Charlottenburg-Wilmersdorf,501,W,5M,W,5,80,1151,524,3,521,56,10.7,160,30.7,120,23,7,1.3,36,6.9,68,13.1
04W502,04,Charlottenburg-Wilmersdorf,502,W,5L,W,5,80,957,435,1,434,42,9.7,133,30.6,112,25.8,4,0.9,35,8.1,56,12.9
04W503,04,Charlottenburg-Wilmersdorf,503,W,5L,W,5,80,1106,486,2,484,58,12,152,31.4,114,23.6,7,1.4,33,6.8,62,12.8
04W504,04,Charlottenburg-Wilmersdorf,504,W,5H,W,5,80,1416,559,3,556,87,15.6,123,22.1,158,28.4,29,5.2,40,7.2,60,10.8
04W505,04,Charlottenburg-Wilmersdorf,505,W,5G,W,5,80,1064,474,3,471,71,15.1,75,15.9,168,35.7,29,6.2,28,5.9,37,7.9
04W506,04,Charlottenburg-Wilmersdorf,506,W,5H,W,5,80,1269,554,2,552,91,16.5,82,14.9,199,36.1,36,6.5,39,7.1,45,8.2
04W507,04,Charlottenburg-Wilmersdorf,507,W,5F,W,5,80,814,350,3,347,57,16.4,67,19.3,98,28.2,16,4.6,35,10.1,22,6.3
04W508,04,Charlottenburg-Wilmersdorf,508,W,5F,W,5,80,860,438,3,435,79,18.2,42,9.7,160,36.8,35,8,29,6.7,39,9
04W509,04,Charlottenburg-Wilmersdorf,509,W,5E,W,5,80,1272,610,4,606,90,14.9,121,20,212,35,32,5.3,33,5.4,51,8.4
04W510,04,Charlottenburg-Wilmersdorf,510,W,5G,W,5,80,1429,587,5,582,82,14.1,100,17.2,200,34.4,38,6.5,46,7.9,56,9.6
04W511,04,Charlottenburg-Wilmersdorf,511,W,5C,W,5,80,1180,466,5,461,76,16.5,101,21.9,121,26.2,24,5.2,47,10.2,43,9.3
04W512,04,Charlottenburg-Wilmersdorf,512,W,5F,W,5,80,1088,414,3,411,65,15.8,73,17.8,116,28.2,30,7.3,43,10.5,29,7.1
04W513,04,Charlottenburg-Wilmersdorf,513,W,5C,W,5,80,902,357,5,352,66,18.8,61,17.3,114,32.4,17,4.8,23,6.5,30,8.5
04W514,04,Charlottenburg-Wilmersdorf,514,W,5B,W,5,80,892,325,2,323,49,15.2,51,15.8,126,39,16,5,15,4.6,30,9.3
04W515,04,Charlottenburg-Wilmersdorf,515,W,5A,W,5,80,882,362,2,360,44,12.2,54,15,151,41.9,12,3.3,17,4.7,41,11.4
04W516,04,Charlottenburg-Wilmersdorf,516,W,5E,W,5,80,970,462,10,452,65,14.4,73,16.2,166,36.7,26,5.8,30,6.6,34,7.5
04W517,04,Charlottenburg-Wilmersdorf,517,W,5D,W,5,80,1354,560,10,550,70,12.7,93,16.9,172,31.3,54,9.8,62,11.3,27,4.9
04W518,04,Charlottenburg-Wilmersdorf,518,W,5I,W,5,80,1056,415,3,412,62,15,79,19.2,137,33.3,23,5.6,36,8.7,32,7.8
04W519,04,Charlottenburg-Wilmersdorf,519,W,5J,W,5,80,1295,531,4,527,81,15.4,117,22.2,150,28.5,20,3.8,50,9.5,38,7.2
04W520,04,Charlottenburg-Wilmersdorf,520,W,5J,W,5,80,1355,604,2,602,109,18.1,135,22.4,164,27.2,23,3.8,42,7,50,8.3
04W521,04,Charlottenburg-Wilmersdorf,521,W,5J,W,5,80,1004,418,1,417,75,18,130,31.2,103,24.7,7,1.7,28,6.7,47,11.3
04W522,04,Charlottenburg-Wilmersdorf,522,W,5N,W,5,80,1096,444,4,440,36,8.2,160,36.4,82,18.6,8,1.8,46,10.5,101,23
04W523,04,Charlottenburg-Wilmersdorf,523,W,5G,W,5,80,1108,514,2,512,94,18.4,148,28.9,138,27,15,2.9,22,4.3,53,10.4
04W524,04,Charlottenburg-Wilmersdorf,524,W,5M,W,5,80,1162,418,0,418,32,7.7,156,37.3,94,22.5,4,1,41,9.8,69,16.5
04W525,04,Charlottenburg-Wilmersdorf,525,W,5H,W,5,80,1156,523,1,522,53,10.2,180,34.5,136,26.1,18,3.4,44,8.4,61,11.7
04W526,04,Charlottenburg-Wilmersdorf,526,W,5K,W,5,80,1101,438,3,435,69,15.9,98,22.5,125,28.7,21,4.8,41,9.4,38,8.7
04W527,04,Charlottenburg-Wilmersdorf,527,W,5B,W,5,80,1205,438,3,435,78,17.9,74,17,151,34.7,25,5.7,24,5.5,36,8.3
04W528,04,Charlottenburg-Wilmersdorf,528,W,5E,W,5,80,838,411,1,410,65,15.9,91,22.2,147,35.9,22,5.4,21,5.1,28,6.8
04W601,04,Charlottenburg-Wilmersdorf,601,W,6A,W,6,80,1114,492,3,489,82,16.8,97,19.8,160,32.7,30,6.1,21,4.3,51,10.4
04W602,04,Charlottenburg-Wilmersdorf,602,W,6A,W,6,80,1089,502,3,499,77,15.4,90,18,176,35.3,29,5.8,26,5.2,53,10.6
04W603,04,Charlottenburg-Wilmersdorf,603,W,6A,W,6,80,1202,439,2,437,88,20.1,97,22.2,128,29.3,25,5.7,16,3.7,36,8.2
04W604,04,Charlottenburg-Wilmersdorf,604,W,6A,W,6,80,1081,443,5,438,85,19.4,91,20.8,104,23.7,32,7.3,32,7.3,31,7.1
04W605,04,Charlottenburg-Wilmersdorf,605,W,6B,W,6,80,1081,470,3,467,69,14.8,73,15.6,168,36,44,9.4,25,5.4,25,5.4
04W606,04,Charlottenburg-Wilmersdorf,606,W,6B,W,6,80,1331,624,5,619,111,17.9,119,19.2,189,30.5,36,5.8,50,8.1,42,6.8
04W607,04,Charlottenburg-Wilmersdorf,607,W,6B,W,6,80,1173,523,4,519,87,16.8,90,17.3,201,38.7,25,4.8,22,4.2,31,6
04W608,04,Charlottenburg-Wilmersdorf,608,W,6C,W,6,80,1261,503,1,502,90,17.9,67,13.3,184,36.7,30,6,31,6.2,41,8.2
04W609,04,Charlottenburg-Wilmersdorf,609,W,6C,W,6,80,1156,540,4,536,86,16,106,19.8,168,31.3,37,6.9,36,6.7,39,7.3
04W610,04,Charlottenburg-Wilmersdorf,610,W,6F,W,6,80,1164,540,2,538,78,14.5,78,14.5,213,39.6,36,6.7,42,7.8,30,5.6
04W611,04,Charlottenburg-Wilmersdorf,611,W,6D,W,6,80,1060,511,2,509,99,19.4,101,19.8,180,35.4,32,6.3,25,4.9,28,5.5
04W612,04,Charlottenburg-Wilmersdorf,612,W,6D,W,6,80,1428,664,6,658,82,12.5,143,21.7,199,30.2,41,6.2,64,9.7,25,3.8
04W613,04,Charlottenburg-Wilmersdorf,613,W,6D,W,6,80,1340,561,2,559,107,19.1,64,11.4,213,38.1,38,6.8,32,5.7,39,7
04W614,04,Charlottenburg-Wilmersdorf,614,W,6E,W,6,80,1157,510,3,507,85,16.8,84,16.6,190,37.5,19,3.7,33,6.5,40,7.9
04W615,04,Charlottenburg-Wilmersdorf,615,W,6H,W,6,80,1152,548,4,544,96,17.6,79,14.5,175,32.2,30,5.5,50,9.2,35,6.4
04W616,04,Charlottenburg-Wilmersdorf,616,W,6F,W,6,80,1036,460,1,459,75,16.3,47,10.2,212,46.2,26,5.7,23,5,10,2.2
04W617,04,Charlottenburg-Wilmersdorf,617,W,6F,W,6,80,1324,630,1,629,92,14.6,100,15.9,224,35.6,60,9.5,26,4.1,35,5.6
04W618,04,Charlottenburg-Wilmersdorf,618,W,6C,W,6,80,1155,565,3,562,81,14.4,64,11.4,264,47,33,5.9,27,4.8,32,5.7
04W619,04,Charlottenburg-Wilmersdorf,619,W,6C,W,6,80,1113,546,5,541,82,15.2,70,12.9,212,39.2,34,6.3,35,6.5,41,7.6
04W620,04,Charlottenburg-Wilmersdorf,620,W,6E,W,6,80,1381,556,5,551,81,14.7,92,16.7,169,30.7,31,5.6,35,6.4,30,5.4
04W621,04,Charlottenburg-Wilmersdorf,621,W,6A,W,6,80,1192,574,6,568,80,14.1,90,15.8,204,35.9,34,6,40,7,27,4.8
04W622,04,Charlottenburg-Wilmersdorf,622,W,6C,W,6,80,1394,622,0,622,129,20.7,74,11.9,243,39.1,29,4.7,31,5,34,5.5
04W623,04,Charlottenburg-Wilmersdorf,623,W,6E,W,6,80,1270,594,5,589,91,15.4,117,19.9,198,33.6,35,5.9,37,6.3,38,6.5
04W624,04,Charlottenburg-Wilmersdorf,624,W,6G,W,6,80,1259,689,5,684,113,16.5,103,15.1,267,39,41,6,38,5.6,23,3.4
04W625,04,Charlottenburg-Wilmersdorf,625,W,6G,W,6,80,1256,635,4,631,96,15.2,70,11.1,254,40.3,53,8.4,27,4.3,36,5.7
04W626,04,Charlottenburg-Wilmersdorf,626,W,6A,W,6,80,1170,555,5,550,80,14.5,69,12.5,211,38.4,53,9.6,34,6.2,28,5.1
04W627,04,Charlottenburg-Wilmersdorf,627,W,6C,W,6,80,972,430,3,427,72,16.9,62,14.5,168,39.3,30,7,28,6.6,21,4.9
04W701,04,Charlottenburg-Wilmersdorf,701,W,7A,W,7,80,1249,540,8,532,80,15,97,18.2,171,32.1,41,7.7,36,6.8,32,6
04W702,04,Charlottenburg-Wilmersdorf,702,W,7B,W,7,80,1153,476,7,469,70,14.9,77,16.4,125,26.7,44,9.4,51,10.9,24,5.1
04W703,04,Charlottenburg-Wilmersdorf,703,W,7A,W,7,80,1209,553,6,547,82,15,78,14.3,177,32.4,54,9.9,27,4.9,27,4.9
04W704,04,Charlottenburg-Wilmersdorf,704,W,7B,W,7,80,1289,583,8,575,87,15.1,85,14.8,163,28.3,41,7.1,53,9.2,27,4.7
04W705,04,Charlottenburg-Wilmersdorf,705,W,7E,W,7,80,1175,556,6,550,79,14.4,66,12,204,37.1,43,7.8,35,6.4,30,5.5
04W706,04,Charlottenburg-Wilmersdorf,706,W,7E,W,7,80,1181,655,4,651,94,14.4,84,12.9,256,39.3,38,5.8,40,6.1,21,3.2
04W707,04,Charlottenburg-Wilmersdorf,707,W,7D,W,7,80,1218,600,6,594,88,14.8,65,10.9,227,38.2,42,7.1,41,6.9,26,4.4
04W708,04,Charlottenburg-Wilmersdorf,708,W,7C,W,7,80,1348,720,9,711,109,15.3,114,16,241,33.9,61,8.6,37,5.2,33,4.6
04W709,04,Charlottenburg-Wilmersdorf,709,W,7H,W,7,80,1366,545,7,538,100,18.6,111,20.6,131,24.3,33,6.1,53,9.9,27,5
04W710,04,Charlottenburg-Wilmersdorf,710,W,7F,W,7,80,1330,710,9,701,124,17.7,128,18.3,237,33.8,32,4.6,48,6.8,26,3.7
04W711,04,Charlottenburg-Wilmersdorf,711,W,7K,W,7,80,1416,631,7,624,115,18.4,128,20.5,177,28.4,28,4.5,48,7.7,36,5.8
04W712,04,Charlottenburg-Wilmersdorf,712,W,7F,W,7,80,1356,687,4,683,125,18.3,123,18,242,35.4,38,5.6,48,7,34,5
04W713,04,Charlottenburg-Wilmersdorf,713,W,7G,W,7,80,1283,628,2,626,113,18.1,104,16.6,225,35.9,35,5.6,42,6.7,37,5.9
04W714,04,Charlottenburg-Wilmersdorf,714,W,7G,W,7,80,1322,720,2,718,106,14.8,107,14.9,253,35.2,67,9.3,38,5.3,30,4.2
04W715,04,Charlottenburg-Wilmersdorf,715,W,7J,W,7,80,1396,593,5,588,99,16.8,133,22.6,154,26.2,27,4.6,63,10.7,32,5.4
04W716,04,Charlottenburg-Wilmersdorf,716,W,7N,W,7,80,1381,653,8,645,104,16.1,75,11.6,252,39.1,48,7.4,50,7.8,28,4.3
04W717,04,Charlottenburg-Wilmersdorf,717,W,7N,W,7,80,1187,600,5,595,88,14.8,84,14.1,254,42.7,39,6.6,34,5.7,27,4.5
04W718,04,Charlottenburg-Wilmersdorf,718,W,7M,W,7,80,984,446,5,441,74,16.8,90,20.4,129,29.3,23,5.2,46,10.4,27,6.1
04W719,04,Charlottenburg-Wilmersdorf,719,W,7B,W,7,80,1031,447,3,444,71,16,136,30.6,102,23,25,5.6,39,8.8,28,6.3
04W720,04,Charlottenburg-Wilmersdorf,720,W,7M,W,7,80,1296,534,1,533,95,17.8,151,28.3,141,26.5,29,5.4,41,7.7,37,6.9
04W721,04,Charlottenburg-Wilmersdorf,721,W,7L,W,7,80,1294,597,5,592,106,17.9,132,22.3,184,31.1,34,5.7,48,8.1,38,6.4
04W722,04,Charlottenburg-Wilmersdorf,722,W,7I,W,7,80,1512,699,6,693,115,16.6,157,22.7,223,32.2,36,5.2,58,8.4,51,7.4
04W723,04,Charlottenburg-Wilmersdorf,723,W,7L,W,7,80,159,71,1,70,15,21.4,16,22.9,16,22.9,3,4.3,9,12.9,3,4.3
04W724,04,Charlottenburg-Wilmersdorf,724,W,7K,W,7,80,1175,551,4,547,93,17,133,24.3,177,32.4,18,3.3,46,8.4,36,6.6
04W725,04,Charlottenburg-Wilmersdorf,725,W,7D,W,7,80,1288,563,6,557,86,15.4,80,14.4,216,38.8,46,8.3,39,7,33,5.9
04W726,04,Charlottenburg-Wilmersdorf,726,W,7H,W,7,80,1202,547,3,544,100,18.4,96,17.6,190,34.9,29,5.3,40,7.4,33,6.1
04W727,04,Charlottenburg-Wilmersdorf,727,W,7J,W,7,80,1082,492,3,489,81,16.6,122,24.9,160,32.7,19,3.9,42,8.6,33,6.7
04W801,04,Charlottenburg-Wilmersdorf,801,W,8A,W,1,80,1010,428,3,425,89,20.9,51,12,123,28.9,33,7.8,21,4.9,25,5.9
04W802,04,Charlottenburg-Wilmersdorf,802,W,8A,W,1,80,1333,537,3,534,74,13.9,70,13.1,194,36.3,43,8.1,39,7.3,35,6.6
04W803,04,Charlottenburg-Wilmersdorf,803,W,8A,W,1,80,1205,570,4,566,94,16.6,134,23.7,157,27.7,32,5.7,36,6.4,27,4.8
04W804,04,Charlottenburg-Wilmersdorf,804,W,8C,W,1,80,1028,433,5,428,42,9.8,60,14,154,36,33,7.7,33,7.7,24,5.6
04W805,04,Charlottenburg-Wilmersdorf,805,W,8B,W,1,80,1000,391,2,389,56,14.4,63,16.2,142,36.5,30,7.7,33,8.5,21,5.4
04W806,04,Charlottenburg-Wilmersdorf,806,W,8B,W,1,80,1313,483,4,479,65,13.6,40,8.4,175,36.5,59,12.3,23,4.8,21,4.4
04W807,04,Charlottenburg-Wilmersdorf,807,W,8C,W,1,80,1224,481,4,477,59,12.4,75,15.7,178,37.3,38,8,39,8.2,26,5.5
05B1A,05,Spandau,1A,B,1A,W,1,78,0,328,2,326,55,16.9,92,28.2,62,19,13,4,28,8.6,17,5.2
05B1B,05,Spandau,1B,B,1B,W,1,78,0,331,2,329,56,17,93,28.3,63,19.1,14,4.3,28,8.5,18,5.5
05B1C,05,Spandau,1C,B,1C,W,1,78,0,265,2,263,53,20.2,61,23.2,40,15.2,14,5.3,30,11.4,17,6.5
05B1D,05,Spandau,1D,B,1D,W,1,78,0,270,2,268,55,20.5,62,23.1,41,15.3,15,5.6,30,11.2,18,6.7
05B1E,05,Spandau,1E,B,1E,W,1,78,0,147,2,145,29,20,30,20.7,21,14.5,8,5.5,16,11,8,5.5
05B1F,05,Spandau,1F,B,1F,W,1,78,0,179,2,177,36,20.3,38,21.5,26,14.7,10,5.6,20,11.3,10,5.6
05B1G,05,Spandau,1G,B,1G,W,1,78,0,63,1,62,12,19.4,12,19.4,9,14.5,3,4.8,7,11.3,3,4.8
05B1H,05,Spandau,1H,B,1H,W,1,78,0,276,2,274,58,21.2,65,23.7,55,20.1,12,4.4,28,10.2,21,7.7
05B1J,05,Spandau,1J,B,1J,W,1,78,0,265,3,262,64,24.4,52,19.8,43,16.4,21,8,31,11.8,16,6.1
05B1K,05,Spandau,1K,B,1K,W,1,78,0,361,3,358,89,24.9,64,17.9,57,15.9,31,8.7,41,11.5,22,6.1
05B1L,05,Spandau,1L,B,1L,W,1,78,0,362,1,361,78,21.6,122,33.8,60,16.6,18,5,30,8.3,23,6.4
05B1M,05,Spandau,1M,B,1M,W,1,78,0,337,0,337,72,21.4,100,29.7,67,19.9,14,4.2,29,8.6,26,7.7
05B1N,05,Spandau,1N,B,1N,W,1,78,0,337,1,336,70,20.8,82,24.4,76,22.6,12,3.6,31,9.2,29,8.6
05B1P,05,Spandau,1P,B,1P,W,1,78,0,221,1,220,60,27.3,49,22.3,27,12.3,9,4.1,26,11.8,14,6.4
05B1Q,05,Spandau,1Q,B,1Q,W,1,78,0,212,1,211,57,27,47,22.3,26,12.3,8,3.8,25,11.8,14,6.6
05B1R,05,Spandau,1R,B,1R,W,1,78,0,214,1,213,54,25.4,56,26.3,27,12.7,9,4.2,26,12.2,13,6.1
05B1S,05,Spandau,1S,B,1S,W,1,78,0,209,1,208,46,22.1,69,33.2,27,13,10,4.8,28,13.5,12,5.8
05B1T,05,Spandau,1T,B,1T,W,1,78,0,205,1,204,46,22.5,67,32.8,27,13.2,10,4.9,28,13.7,11,5.4
05B2A,05,Spandau,2A,B,2A,W,2,78,0,201,2,199,34,17.1,33,16.6,52,26.1,13,6.5,10,5,11,5.5
05B2B,05,Spandau,2B,B,2B,W,2,78,0,240,2,238,42,17.6,41,17.2,63,26.5,18,7.6,12,5,15,6.3
05B2C,05,Spandau,2C,B,2C,W,2,78,0,320,2,318,61,19.2,76,23.9,56,17.6,19,6,32,10.1,16,5
05B2D,05,Spandau,2D,B,2D,W,2,78,0,326,2,324,63,19.4,78,24.1,58,17.9,19,5.9,33,10.2,16,4.9
05B2E,05,Spandau,2E,B,2E,W,2,78,0,231,1,230,49,21.3,49,21.3,53,23,14,6.1,18,7.8,15,6.5
05B2F,05,Spandau,2F,B,2F,W,2,78,0,265,1,264,60,22.7,62,23.5,46,17.4,12,4.5,28,10.6,16,6.1
05B2G,05,Spandau,2G,B,2G,W,2,78,0,235,3,232,50,21.6,61,26.3,35,15.1,14,6,22,9.5,12,5.2
05B2H,05,Spandau,2H,B,2H,W,2,78,0,272,3,269,59,21.9,71,26.4,41,15.2,16,5.9,28,10.4,14,5.2
05B2J,05,Spandau,2J,B,2J,W,2,78,0,214,1,213,53,24.9,60,28.2,32,15,5,2.3,35,16.4,8,3.8
05B2K,05,Spandau,2K,B,2K,W,2,78,0,183,1,182,45,24.7,50,27.5,27,14.8,4,2.2,30,16.5,7,3.8
05B2L,05,Spandau,2L,B,2L,W,2,78,0,291,1,290,60,20.7,79,27.2,48,16.6,17,5.9,35,12.1,17,5.9
05B2M,05,Spandau,2M,B,2M,W,2,78,0,245,0,245,57,23.3,65,26.5,44,18,13,5.3,30,12.2,15,6.1
05B2N,05,Spandau,2N,B,2N,W,2,78,0,198,1,197,43,21.8,59,29.9,31,15.7,10,5.1,25,12.7,14,7.1
05B2P,05,Spandau,2P,B,2P,W,2,78,0,202,2,200,42,21,59,29.5,27,13.5,8,4,25,12.5,16,8
05B2Q,05,Spandau,2Q,B,2Q,W,2,78,0,216,2,214,45,21,63,29.4,29,13.6,9,4.2,27,12.6,17,7.9
05B3A,05,Spandau,3A,B,3A,W,3,78,0,335,4,331,63,19,72,21.8,63,19,16,4.8,39,11.8,20,6
05B3B,05,Spandau,3B,B,3B,W,3,78,0,393,5,388,66,17,78,20.1,87,22.4,17,4.4,47,12.1,20,5.2
05B3C,05,Spandau,3C,B,3C,W,3,78,0,392,3,389,70,18,74,19,79,20.3,21,5.4,33,8.5,26,6.7
05B3D,05,Spandau,3D,B,3D,W,3,78,0,371,3,368,71,19.3,92,25,66,17.9,20,5.4,33,9,28,7.6
05B3E,05,Spandau,3E,B,3E,W,3,78,0,334,3,331,71,21.5,83,25.1,55,16.6,19,5.7,37,11.2,26,7.9
05B3F,05,Spandau,3F,B,3F,W,3,78,0,304,1,303,62,20.5,67,22.1,54,17.8,18,5.9,32,10.6,22,7.3
05B3G,05,Spandau,3G,B,3G,W,3,78,0,296,4,292,63,21.6,78,26.7,46,15.8,17,5.8,36,12.3,20,6.8
05B3H,05,Spandau,3H,B,3H,W,3,78,0,348,2,346,64,18.5,65,18.8,78,22.5,26,7.5,34,9.8,14,4
05B3J,05,Spandau,3J,B,3J,W,3,78,0,357,2,355,71,20,77,21.7,79,22.3,22,6.2,39,11,17,4.8
05B3K,05,Spandau,3K,B,3K,W,3,78,0,259,1,258,53,20.5,63,24.4,53,20.5,11,4.3,30,11.6,15,5.8
05B3L,05,Spandau,3L,B,3L,W,3,78,0,168,1,167,35,21,41,24.6,34,20.4,7,4.2,20,12,10,6
05B3M,05,Spandau,3M,B,3M,W,3,78,0,216,1,215,48,22.3,63,29.3,38,17.7,9,4.2,28,13,12,5.6
05B3N,05,Spandau,3N,B,3N,W,3,78,0,235,5,230,47,20.4,67,29.1,39,17,12,5.2,28,12.2,12,5.2
