id,district_id,district_name,electoral_district_id,electoral_district_type,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_piraten,party_piraten_percentage,party_npd,party_npd_percentage,party_fdp,party_fdp_percentage,party_afd,party_afd_percentage,others,others_percentage
ID,"Bezirks-
nummer",Bezirksname,Wahlbezirk,Wahl-bezirksart,"Abgeordneten-
hauswahlkreis","Bundestags-
wahlkreis",Wahlberechtigte insgesamt,Wähler,Ungültige Stimmen,Gültige Stimmen,SPD,SPD in Prozent,CDU,CDU in Prozent,GRÜNE,GRÜNE in Prozent,DIE LINKE,DIE LINKE in Prozent,PIRATEN,PIRATEN in Prozent,NPD,NPD in Prozent,FDP,FDP in Prozent,AfD,AfD in Prozent,Sonstige,Sonstige in Prozent
11505,11,Lichtenberg,505,W,5,86,1101,509,7,502,89,17.729083665338646,105,20.916334661354583,24,4.780876494023905,188,37.45019920318725,31,6.175298804780876,15,2.9880478087649402,7,1.394422310756972,32,6.374501992031872,11,2.1912350597609564
11506,11,Lichtenberg,506,W,5,86,1170,613,15,598,131,21.906354515050168,138,23.076923076923077,18,3.0100334448160537,213,35.618729096989966,16,2.6755852842809364,24,4.013377926421405,3,0.5016722408026756,37,6.187290969899665,18,3.0100334448160537
11507,11,Lichtenberg,507,W,5,86,974,503,12,491,105,21.384928716904277,111,22.606924643584524,17,3.462321792260693,175,35.64154786150713,16,3.2586558044806515,19,3.8696537678207736,3,0.6109979633401221,30,6.109979633401222,15,3.054989816700611
11508,11,Lichtenberg,508,W,5,86,1458,709,18,691,137,19.826338639652676,141,20.40520984081042,35,5.065123010130246,247,35.74529667149059,36,5.209840810419681,24,3.4732272069464547,10,1.447178002894356,39,5.643994211287988,22,3.183791606367583
11509,11,Lichtenberg,509,W,5,86,1396,641,15,626,119,19.009584664536742,115,18.370607028753994,54,8.626198083067091,189,30.191693290734822,39,6.230031948881789,30,4.792332268370607,16,2.5559105431309903,31,4.952076677316294,33,5.271565495207668
11510,11,Lichtenberg,510,W,5,86,1332,692,9,683,132,19.32650073206442,169,24.743777452415813,39,5.710102489019034,204,29.86822840409956,35,5.124450951683748,21,3.074670571010249,15,2.1961932650073206,47,6.881405563689605,21,3.074670571010249
11511,11,Lichtenberg,511,W,5,86,1122,582,7,575,119,20.695652173913043,141,24.52173913043478,34,5.913043478260869,172,29.91304347826087,26,4.521739130434783,17,2.9565217391304346,11,1.9130434782608694,38,6.608695652173912,17,2.9565217391304346
11512,11,Lichtenberg,512,W,5,86,1254,648,11,637,136,21.350078492935637,141,22.135007849293565,23,3.610675039246468,240,37.67660910518054,21,3.296703296703297,14,2.197802197802198,12,1.8838304552590266,37,5.808477237048666,13,2.0408163265306123
11513,11,Lichtenberg,513,W,5,86,1303,625,9,616,140,22.727272727272727,118,19.155844155844157,65,10.55194805194805,177,28.733766233766232,38,6.1688311688311686,19,3.0844155844155843,11,1.7857142857142856,26,4.220779220779221,22,3.571428571428571
11514,11,Lichtenberg,514,W,5,86,1342,648,14,634,133,20.977917981072554,122,19.242902208201894,58,9.14826498422713,185,29.179810725552052,42,6.624605678233439,20,3.1545741324921135,9,1.4195583596214512,37,5.83596214511041,28,4.416403785488959
11515,11,Lichtenberg,515,W,5,86,1147,558,11,547,105,19.195612431444243,119,21.755027422303474,43,7.861060329067642,158,28.884826325411332,38,6.946983546617916,16,2.9250457038391224,6,1.0968921389396709,36,6.581352833638025,26,4.753199268738574
11516,11,Lichtenberg,516,W,5,86,1075,530,10,520,120,23.076923076923077,113,21.73076923076923,39,7.5,155,29.807692307692307,25,4.807692307692308,16,3.076923076923077,6,1.153846153846154,29,5.5769230769230775,17,3.2692307692307696
11517,11,Lichtenberg,517,W,5,86,1092,552,8,544,128,23.52941176470588,128,23.52941176470588,36,6.61764705882353,162,29.77941176470588,22,4.044117647058823,17,3.125,6,1.1029411764705883,30,5.514705882352941,15,2.7573529411764706
11518,11,Lichtenberg,518,W,5,86,1306,676,7,669,152,22.720478325859492,154,23.019431988041852,31,4.633781763826607,236,35.276532137518686,21,3.1390134529147984,13,1.9431988041853512,8,1.195814648729447,38,5.680119581464873,16,2.391629297458894
11519,11,Lichtenberg,519,W,5,86,1287,709,12,697,141,20.22955523672884,91,13.055954088952653,157,22.525107604017215,185,26.54232424677188,54,7.747489239598278,5,0.7173601147776184,12,1.721664275466284,31,4.447632711621234,21,3.012912482065997
11520,11,Lichtenberg,520,W,5,86,1190,648,10,638,128,20.06269592476489,85,13.322884012539186,137,21.473354231974923,171,26.802507836990596,53,8.307210031347962,5,0.7836990595611284,11,1.7241379310344827,29,4.545454545454546,19,2.978056426332288
