id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt,voter_turnout,invalid_votes_percentage,valid_votes_percentage
11614,11,614,787,549,238,0,279,1,278,1,44,67,55,47,24,4,4,18,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,3,35.45108005082592,0.35842293906810035,99.6415770609319
11615,11,615,954,579,375,0,375,8,374,1,59,98,44,71,54,18,4,5,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,2,1,0,0,0,3,3,39.308176100628934,0.26666666666666666,99.73333333333333
11616,11,616,1053,679,374,0,362,3,356,6,77,99,24,63,55,9,1,10,1,4,0,0,0,0,1,0,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,34.37796771130105,1.6574585635359116,98.34254143646409
11617,11,617,837,534,303,0,315,2,313,2,42,66,44,71,40,11,7,7,3,3,0,2,0,0,0,0,0,0,1,6,0,0,0,5,0,0,1,0,0,0,1,0,0,0,2,1,37.634408602150536,0.6349206349206349,99.36507936507937
11618,11,618,791,534,257,0,371,8,371,0,56,91,51,79,37,9,8,12,4,2,0,3,0,2,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,6,46.902654867256636,0.0,100.0
11619,11,619,782,534,248,0,304,3,304,0,66,45,53,51,28,17,8,14,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,0,2,2,7,38.87468030690537,0.0,100.0
11620,11,620,755,470,285,0,383,3,380,1,66,131,52,44,25,25,4,7,0,2,0,2,0,3,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,2,1,0,0,1,1,6,50.72847682119205,0.26109660574412535,99.21671018276761
11621,11,621,809,519,290,0,346,9,344,2,63,103,52,60,20,19,4,8,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,2,1,42.76885043263288,0.5780346820809248,99.42196531791907
11622,11,622,861,577,284,0,391,7,382,7,64,96,78,58,29,24,7,10,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,2,5,45.4123112659698,1.7902813299232736,97.69820971867009
11623,11,623,956,615,341,0,413,6,412,1,68,89,81,75,44,24,7,10,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,1,0,1,2,0,1,43.20083682008368,0.24213075060532688,99.75786924939467
11624,11,624,896,583,313,0,386,6,384,2,55,60,86,78,51,10,10,14,2,2,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,1,2,0,0,0,1,3,43.080357142857146,0.5181347150259068,99.48186528497409
11625,11,625,863,599,264,0,405,9,404,1,64,70,77,93,31,15,6,17,0,5,0,1,1,1,0,0,0,0,1,8,0,0,0,1,0,0,0,1,0,1,0,0,3,0,3,5,46.929316338354575,0.24691358024691357,99.75308641975309
