id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_with_voting_license,valid_votes,invalid_votes,party_grüne,party_cdu,party_spd,party_die_linke,party_afd,party_die_partei,party_fdp,party_tierschutzpartei,party_mera25,party_volt,party_piraten,party_familie,party_ödp,party_freie_wäher,party_tierschutz_hier,party_big,party_verjüngungsforschung,party_pdh,party_heimat,party_dkp,party_menschliche_welt,party_bündnis_c,party_mlpd,party_sgp,party_abg,party_die_basis,party_bündnis_deutschand,party_bsw,party_dawa,party_klimaliste,party_letzte_generation,party_pdv,party_pdf,party_v_partei3,aufn,voter_turnout,invalid_votes_percentage,valid_votes_percentage
01120,01,120,1061,664,397,0,426,9,424,2,148,36,43,25,40,19,27,5,9,28,0,0,3,2,0,0,0,2,0,1,0,0,0,0,0,1,2,24,1,1,4,2,1,0,nan,40.150801131008485,0.4694835680751174,99.53051643192488
01121,01,121,1186,767,419,0,471,10,471,0,131,44,51,51,32,10,30,9,9,41,3,4,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,45,0,0,3,0,0,0,nan,39.713322091062395,0.0,100.0
01122,01,122,1162,786,376,0,527,13,527,0,154,50,66,38,26,33,36,4,11,55,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,35,1,0,3,0,5,1,nan,45.352839931153184,0.0,100.0
01123,01,123,1233,763,470,0,505,9,504,1,163,44,49,40,41,18,28,3,13,47,5,1,1,0,0,0,1,4,0,1,2,0,0,0,0,2,0,32,0,1,3,0,4,1,nan,40.957015409570154,0.19801980198019803,99.8019801980198
01124,01,124,927,504,423,0,352,14,352,0,114,33,34,28,14,10,30,4,12,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,2,0,nan,37.97195253505933,0.0,100.0
01125,01,125,890,599,291,0,372,9,372,0,110,56,45,25,18,13,28,5,3,47,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,2,0,2,2,nan,41.79775280898876,0.0,100.0
01126,01,126,1170,731,439,0,434,11,433,1,117,40,54,29,33,19,35,1,6,42,2,0,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,37,2,0,3,0,2,3,nan,37.0940170940171,0.2304147465437788,99.76958525345621
01127,01,127,1231,790,441,0,517,22,517,0,161,58,52,44,27,36,34,6,7,36,3,2,0,0,3,0,0,2,0,2,0,1,1,0,0,2,0,26,2,0,8,0,4,0,nan,41.99837530463038,0.0,100.0
01128,01,128,1242,851,391,0,503,18,500,3,108,69,39,47,58,20,27,11,14,31,2,3,1,2,0,2,1,4,0,4,2,0,0,0,0,1,4,36,2,0,6,0,5,1,nan,40.49919484702094,0.5964214711729622,99.40357852882704
01129,01,129,1071,657,414,0,366,8,366,0,76,49,39,30,28,18,28,5,8,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,41,1,2,2,0,1,0,nan,34.173669467787114,0.0,100.0
011A,01,1A,0,0,0,0,447,447,447,0,121,84,45,25,20,20,29,6,10,40,2,0,1,2,4,0,0,0,0,0,2,0,0,0,0,2,1,19,7,1,3,0,2,1,nan,inf,0.0,100.0
011B,01,1B,0,0,0,0,781,781,781,0,222,158,95,23,28,19,96,3,9,76,4,1,0,3,0,0,1,2,0,0,0,0,1,0,0,0,1,24,0,0,7,0,8,0,nan,inf,0.0,100.0
011C,01,1C,0,0,0,0,657,657,654,3,185,108,102,31,19,16,72,11,8,53,2,0,4,0,2,0,1,1,0,0,0,0,0,0,1,0,2,29,2,0,4,0,1,0,nan,inf,0.45662100456621,99.54337899543378
011D,01,1D,0,0,0,0,691,691,689,2,242,90,66,39,20,17,82,6,7,62,8,2,1,6,2,0,1,5,0,0,0,0,0,0,0,2,2,18,0,0,7,0,2,2,nan,inf,0.2894356005788712,99.71056439942113
011E,01,1E,0,0,0,0,669,669,668,1,237,98,79,43,15,18,48,1,8,58,4,0,0,4,0,0,0,6,0,1,0,0,0,0,0,1,0,42,0,0,2,0,3,0,nan,inf,0.14947683109118087,99.85052316890882
011F,01,1F,0,0,0,0,833,833,833,0,207,173,104,38,41,20,107,4,4,64,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,2,56,0,0,2,0,3,0,nan,inf,0.0,100.0
011G,01,1G,0,0,0,0,799,799,798,1,246,122,77,57,37,35,58,10,8,73,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,3,55,0,2,7,0,1,0,nan,inf,0.1251564455569462,99.87484355444305
011H,01,1H,0,0,0,0,495,495,493,2,113,97,77,35,30,10,38,9,10,29,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,3,28,2,1,2,0,1,0,nan,inf,0.40404040404040403,99.5959595959596
011I,01,1I,0,0,0,0,699,699,698,1,293,72,72,41,17,16,61,7,12,48,2,0,3,3,0,1,0,3,0,0,2,0,0,0,0,0,1,32,0,4,6,0,1,1,nan,inf,0.14306151645207438,99.85693848354794
011J,01,1J,0,0,0,0,726,726,725,1,242,75,91,63,23,32,59,7,7,62,3,0,3,5,1,2,0,1,0,0,0,1,0,0,0,2,1,30,0,2,9,0,3,1,nan,inf,0.13774104683195593,99.86225895316805
011K,01,1K,0,0,0,0,755,755,754,1,246,115,82,39,27,10,59,4,7,74,1,2,3,0,2,2,0,1,0,1,0,0,0,0,0,2,1,68,0,1,7,0,0,0,nan,inf,0.13245033112582782,99.86754966887416
011L,01,1L,0,0,0,0,819,819,819,0,293,91,89,67,30,21,56,11,5,75,4,1,2,1,2,0,0,1,0,1,0,0,0,0,0,3,2,51,2,1,7,0,2,1,nan,inf,0.0,100.0
011M,01,1M,0,0,0,0,819,819,818,1,343,70,79,63,20,23,56,13,14,69,4,1,1,3,1,0,0,3,0,3,0,0,0,0,0,0,0,36,0,5,7,0,4,0,nan,inf,0.1221001221001221,99.87789987789988
011N,01,1N,0,0,0,0,675,675,675,0,275,64,54,54,15,19,61,4,8,70,2,0,3,1,1,1,0,2,0,0,0,0,0,0,0,1,1,30,0,3,5,1,0,0,nan,inf,0.0,100.0
011P,01,1P,0,0,0,0,637,637,636,1,242,76,60,40,16,18,57,8,10,61,2,0,5,3,1,0,0,5,0,0,1,0,0,0,0,1,1,17,0,1,5,0,6,0,nan,inf,0.15698587127158556,99.84301412872841
01200,01,200,873,650,223,0,327,7,323,4,31,47,45,14,59,10,24,6,5,22,2,4,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,44,0,0,1,0,2,0,nan,37.45704467353952,1.2232415902140672,98.77675840978594
01201,01,201,1106,732,374,0,382,7,381,1,50,61,31,20,56,9,32,4,10,27,1,1,1,3,1,0,0,2,0,3,0,0,0,0,0,1,2,57,3,0,2,0,4,0,nan,34.53887884267631,0.2617801047120419,99.73821989528795
01202,01,202,1151,758,393,0,393,7,388,5,52,60,51,33,48,10,19,6,5,16,1,1,0,2,2,0,0,1,1,2,0,0,0,0,0,0,0,73,2,0,1,0,2,0,nan,34.144222415291054,1.2722646310432568,98.72773536895674
01203,01,203,1182,784,398,0,357,6,356,1,47,50,36,30,51,9,36,4,9,15,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,51,4,0,2,1,5,0,nan,30.20304568527919,0.2801120448179272,99.71988795518207
01204,01,204,1211,854,357,0,432,10,429,3,70,50,58,53,55,17,10,4,9,22,2,1,0,1,1,0,0,6,0,0,0,0,0,0,0,1,2,60,0,0,2,0,3,2,nan,35.672997522708506,0.6944444444444444,99.30555555555556
01205,01,205,1157,802,355,0,401,6,399,2,61,46,44,42,60,20,7,9,15,15,4,1,1,0,2,0,0,1,2,0,0,0,0,0,0,2,0,57,1,0,3,0,5,1,nan,34.658599827139156,0.4987531172069825,99.50124688279301
01206,01,206,1066,717,349,0,426,9,424,2,53,42,59,54,63,16,16,10,7,18,2,1,2,0,2,0,0,0,0,2,0,0,2,0,0,1,0,68,2,0,3,0,1,0,nan,39.9624765478424,0.4694835680751174,99.53051643192488
01207,01,207,971,594,377,0,374,13,372,2,115,42,35,22,13,18,33,6,7,46,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,22,0,0,3,0,1,0,nan,38.516992790937174,0.53475935828877,99.46524064171123
01208,01,208,1228,790,438,0,495,13,495,0,150,43,52,65,39,20,26,6,16,34,3,0,2,2,1,0,1,1,0,0,0,0,0,0,0,1,1,28,0,1,2,0,0,1,nan,40.30944625407166,0.0,100.0
01209,01,209,1003,653,350,0,375,9,374,1,128,36,38,37,22,18,25,0,7,37,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,6,0,1,1,nan,37.387836490528414,0.26666666666666666,99.73333333333333
01210,01,210,909,601,308,0,366,8,366,0,101,44,27,32,23,15,20,4,4,45,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,40,0,2,1,0,1,0,nan,40.26402640264026,0.0,100.0
01211,01,211,1046,731,315,0,406,13,403,3,90,43,41,41,38,21,32,9,9,31,2,1,1,0,1,0,0,1,0,2,0,0,0,1,0,1,1,30,0,2,2,0,2,1,nan,38.81453154875717,0.7389162561576355,99.26108374384236
01212,01,212,1058,747,311,0,331,9,329,2,68,28,41,31,27,12,24,8,11,28,2,1,5,1,0,0,1,2,0,0,1,0,0,0,0,0,1,31,4,1,0,1,0,0,nan,31.285444234404537,0.6042296072507553,99.39577039274926
01213,01,213,1081,738,343,0,383,5,380,3,47,42,48,54,65,9,14,3,5,16,4,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,3,60,0,0,3,0,0,0,nan,35.43015726179463,0.7832898172323759,99.21671018276761
01214,01,214,980,629,351,0,277,1,275,2,41,37,38,21,25,10,31,1,5,15,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,2,36,4,0,1,1,0,0,nan,28.26530612244898,0.7220216606498195,99.27797833935018
01215,01,215,1172,728,444,0,396,3,395,1,67,68,51,29,40,10,30,5,4,27,2,1,7,1,0,2,0,2,0,2,0,0,0,0,2,1,3,37,2,0,2,0,0,0,nan,33.78839590443686,0.25252525252525254,99.74747474747475
01216,01,216,1112,694,418,0,402,17,401,1,93,58,45,20,33,13,53,3,11,30,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,25,5,0,1,0,2,1,nan,36.15107913669065,0.24875621890547264,99.75124378109453
01217,01,217,1169,738,431,0,450,6,446,4,102,45,57,46,43,9,14,4,5,26,1,2,2,2,3,0,0,0,2,4,0,1,0,0,0,3,4,61,1,0,6,1,2,0,nan,38.49443969204448,0.8888888888888888,99.11111111111111
01218,01,218,1277,897,380,0,464,6,458,6,56,47,62,45,57,14,7,15,16,32,2,1,2,4,5,2,1,2,1,3,2,0,1,1,0,1,1,73,0,1,0,1,2,1,nan,36.33516053249804,1.293103448275862,98.70689655172413
01219,01,219,986,615,371,0,372,8,371,1,92,40,44,27,32,14,32,7,16,30,3,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,24,0,0,2,2,0,0,nan,37.72819472616633,0.2688172043010753,99.73118279569893
01220,01,220,1067,738,329,0,355,4,355,0,47,34,46,44,39,11,7,10,9,27,3,2,2,1,0,0,0,1,0,3,0,0,0,1,0,0,1,56,10,0,1,0,0,0,nan,33.270852858481724,0.0,100.0
01221,01,221,943,663,280,0,322,9,320,2,48,36,38,41,26,9,20,2,3,25,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2,1,54,3,0,3,0,4,0,nan,34.146341463414636,0.6211180124223602,99.37888198757764
01222,01,222,1001,746,255,0,330,2,329,1,37,47,33,50,32,8,12,7,5,23,3,3,1,2,5,0,0,1,0,1,0,2,0,0,0,0,1,56,0,0,0,0,0,0,nan,32.967032967032964,0.30303030303030304,99.69696969696969
01223,01,223,795,604,191,0,250,2,249,1,34,32,21,35,29,14,1,12,2,7,1,3,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,43,1,0,2,0,1,1,nan,31.446540880503143,0.4,99.6
01224,01,224,933,693,240,0,330,8,330,0,25,57,47,42,52,11,13,4,1,9,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,56,1,0,1,0,2,0,nan,35.36977491961415,0.0,100.0
01225,01,225,1192,804,388,0,436,9,435,1,41,60,53,37,77,17,14,8,13,23,3,3,2,4,0,2,0,0,0,1,1,0,0,0,0,0,4,66,2,1,3,0,0,0,nan,36.577181208053695,0.22935779816513763,99.77064220183486
01226,01,226,1263,767,496,0,409,11,409,0,94,58,69,36,23,6,27,4,12,21,0,0,2,1,2,1,0,1,0,1,1,1,0,0,0,1,0,39,6,0,1,0,2,0,nan,32.38321456848773,0.0,100.0
01227,01,227,1314,868,446,0,458,2,453,5,54,46,67,50,52,13,17,6,11,23,1,3,1,1,3,0,0,1,1,2,1,2,1,0,0,0,5,77,2,0,7,2,4,0,nan,34.855403348554034,1.0917030567685588,98.90829694323145
01228,01,228,1317,942,375,0,487,5,484,3,69,54,60,60,70,15,18,9,11,22,2,6,2,2,3,1,1,0,0,1,0,0,2,0,0,3,3,57,6,1,5,0,1,0,nan,36.97798025816249,0.6160164271047228,99.38398357289527
01229,01,229,1096,696,400,0,417,18,413,4,139,27,46,37,24,18,21,4,19,26,3,0,0,2,1,1,0,1,0,2,0,0,0,1,0,0,1,31,4,1,3,0,1,0,nan,38.04744525547446,0.9592326139088728,99.04076738609112
01230,01,230,950,599,351,0,366,10,366,0,134,22,35,41,16,28,21,3,11,23,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,14,1,0,7,0,3,0,nan,38.526315789473685,0.0,100.0
012A,01,2A,0,0,0,0,534,534,533,1,79,122,71,35,40,14,46,5,1,20,7,0,1,4,2,0,0,4,0,1,0,0,0,0,0,0,2,76,0,0,1,0,2,0,nan,inf,0.18726591760299627,99.812734082397
012B,01,2B,0,0,0,0,689,689,687,2,114,126,90,64,61,11,47,13,4,26,1,0,2,3,0,0,3,0,1,0,0,1,0,0,2,2,3,106,0,0,3,0,1,3,nan,inf,0.29027576197387517,99.70972423802613
012C,01,2C,0,0,0,0,769,769,763,6,145,155,77,46,64,20,86,6,8,37,8,3,4,1,0,1,0,2,1,1,1,0,0,0,0,3,2,83,0,2,4,0,3,0,nan,inf,0.7802340702210664,99.21976592977893
012D,01,2D,0,0,0,0,617,617,615,2,93,88,67,96,30,24,31,11,6,40,4,2,3,5,1,0,0,0,0,2,0,1,0,0,1,1,2,95,4,0,3,0,2,3,nan,inf,0.3241491085899514,99.67585089141005
012E,01,2E,0,0,0,0,645,645,644,1,105,96,77,74,37,15,25,8,4,30,2,1,0,2,2,1,1,6,0,5,0,0,1,0,0,0,3,139,0,1,6,0,3,0,nan,inf,0.15503875968992248,99.84496124031008
012F,01,2F,0,0,0,0,716,716,716,0,268,61,80,48,23,31,44,9,14,65,3,0,1,4,2,0,0,0,0,0,2,0,1,1,0,0,2,48,1,1,5,0,2,0,nan,inf,0.0,100.0
012G,01,2G,0,0,0,0,585,585,585,0,183,75,67,40,27,31,41,11,7,43,3,0,1,1,3,0,3,1,0,0,0,0,0,0,0,0,0,35,1,1,10,1,0,0,nan,inf,0.0,100.0
012H,01,2H,0,0,0,0,547,547,546,1,155,62,67,29,28,24,47,7,11,42,2,1,3,6,2,0,0,3,0,1,0,0,0,0,0,1,1,45,0,1,6,0,0,2,nan,inf,0.18281535648994515,99.81718464351006
012I,01,2I,0,0,0,0,545,545,542,3,64,74,70,72,39,20,19,7,3,21,6,1,2,1,1,1,1,3,0,1,0,2,1,0,0,0,0,128,1,0,3,0,1,0,nan,inf,0.5504587155963303,99.44954128440368
012J,01,2J,0,0,0,0,513,513,512,1,71,67,80,68,43,19,16,8,1,18,2,7,1,1,1,0,0,3,1,1,1,0,1,0,0,1,0,89,1,1,4,1,4,1,nan,inf,0.1949317738791423,99.80506822612085
012K,01,2K,0,0,0,0,468,468,467,1,59,84,62,46,53,14,8,2,5,22,2,1,1,3,0,0,0,2,0,2,0,0,0,0,0,0,1,92,0,2,2,0,3,1,nan,inf,0.2136752136752137,99.78632478632478
012L,01,2L,0,0,0,0,766,766,765,1,182,111,93,42,54,20,77,10,11,50,5,1,2,3,0,1,1,0,0,0,0,0,0,0,0,1,1,84,2,0,8,1,4,1,nan,inf,0.13054830287206268,99.86945169712794
012M,01,2M,0,0,0,0,670,670,670,0,153,92,69,57,36,31,52,7,13,44,2,0,0,5,2,0,0,1,0,0,0,0,0,0,0,2,3,92,0,0,4,0,5,0,nan,inf,0.0,100.0
012N,01,2N,0,0,0,0,812,812,811,1,269,101,87,67,34,36,61,8,9,42,1,1,3,1,3,0,0,2,0,2,0,0,0,0,1,1,1,74,1,0,3,1,1,1,nan,inf,0.12315270935960591,99.8768472906404
012P,01,2P,0,0,0,0,409,409,408,1,58,62,55,48,38,13,8,7,3,11,4,3,1,1,1,0,1,3,1,2,1,0,0,0,0,3,0,72,0,0,6,0,4,2,nan,inf,0.24449877750611246,99.75550122249389
012Q,01,2Q,0,0,0,0,658,658,655,3,191,87,66,77,30,22,38,5,9,44,1,3,0,5,1,0,0,1,1,1,0,0,0,0,0,1,1,56,1,1,9,1,0,3,nan,inf,0.4559270516717325,99.54407294832826
01300,01,300,1127,620,507,0,321,6,320,1,73,22,37,39,22,22,13,9,16,19,4,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,3,25,0,1,4,0,3,3,nan,28.482697426796804,0.3115264797507788,99.68847352024922
01301,01,301,677,541,136,0,214,3,213,1,37,17,24,26,13,12,7,4,23,11,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,2,0,22,3,0,3,0,2,1,nan,31.610044313146236,0.46728971962616817,99.53271028037383
01302,01,302,934,633,301,0,324,7,323,1,74,34,35,35,27,22,6,3,11,25,2,0,0,3,2,1,0,1,0,0,3,0,0,0,0,4,0,24,5,1,4,0,0,1,nan,34.68950749464668,0.30864197530864196,99.69135802469135
01303,01,303,874,688,186,0,336,3,335,1,68,30,46,37,32,26,9,2,20,22,4,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,1,19,0,2,8,0,1,0,nan,38.443935926773456,0.2976190476190476,99.70238095238095
01304,01,304,912,710,202,0,334,2,330,4,70,22,34,34,28,5,12,9,36,22,1,1,0,1,2,3,0,0,0,0,1,1,0,0,0,1,2,28,14,0,3,0,0,0,nan,36.622807017543856,1.1976047904191618,98.80239520958084
01305,01,305,912,661,251,0,395,13,395,0,123,36,50,36,27,11,21,7,8,30,1,0,1,3,1,0,0,2,0,1,0,1,1,0,0,0,0,29,1,0,4,0,1,0,nan,43.31140350877193,0.0,100.0
01306,01,306,1360,832,528,0,508,11,507,1,173,41,60,42,28,21,14,8,15,49,3,1,1,3,2,0,0,3,0,0,1,0,1,0,0,4,0,25,1,1,6,0,3,1,nan,37.35294117647059,0.19685039370078738,99.80314960629921
01307,01,307,1118,720,398,0,502,11,500,2,159,43,84,42,28,15,19,3,4,42,1,0,4,2,1,1,2,1,0,2,1,0,0,0,0,0,4,36,2,0,3,0,1,0,nan,44.90161001788909,0.398406374501992,99.60159362549801
01308,01,308,1334,857,477,0,585,19,582,3,176,64,75,45,24,25,32,10,14,55,3,2,0,1,1,1,0,1,0,1,1,1,1,0,0,1,3,34,6,1,4,0,0,0,nan,43.853073463268366,0.5128205128205128,99.48717948717949
01309,01,309,942,575,367,0,320,9,318,2,93,42,46,25,20,8,17,4,9,18,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,21,4,0,4,1,1,0,nan,33.97027600849257,0.625,99.375
01310,01,310,1049,631,418,0,405,5,404,1,131,40,45,34,25,9,28,6,7,38,1,0,2,4,0,1,0,1,1,0,0,0,0,0,0,0,1,22,0,4,2,0,2,0,nan,38.608198284080075,0.24691358024691357,99.75308641975309
01311,01,311,1136,743,393,0,399,10,399,0,89,36,71,30,37,18,5,6,13,28,5,2,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,38,6,1,5,0,2,0,nan,35.12323943661972,0.0,100.0
01312,01,312,851,530,321,0,295,9,294,1,109,36,28,17,15,9,11,1,11,24,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,2,1,14,0,1,3,0,4,1,nan,34.665099882491184,0.3389830508474576,99.66101694915255
01313,01,313,1089,803,286,0,400,5,398,2,83,60,69,27,29,15,30,4,15,17,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,32,3,1,4,0,2,0,nan,36.73094582185491,0.5,99.5
01314,01,314,815,599,216,0,311,12,310,1,90,33,47,33,17,7,15,6,5,23,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,20,0,2,3,0,2,0,nan,38.15950920245399,0.3215434083601286,99.67845659163987
01315,01,315,992,805,187,0,311,4,302,9,26,58,44,22,30,9,13,6,14,10,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49,9,0,1,0,1,1,nan,31.350806451612907,2.8938906752411575,97.10610932475883
01316,01,316,1068,714,354,0,457,13,452,5,123,64,67,35,32,13,23,12,6,30,1,5,1,2,1,0,0,2,1,0,1,0,0,0,0,0,2,28,0,0,3,0,0,0,nan,42.79026217228464,1.0940919037199124,98.90590809628009
01317,01,317,1161,755,406,0,500,15,495,5,113,75,78,30,36,20,26,10,12,38,5,0,4,0,3,0,0,2,0,0,1,0,0,0,0,1,1,33,0,0,2,0,5,0,nan,43.06632213608958,1.0,99.0
01318,01,318,947,656,291,0,378,12,377,1,82,53,46,39,29,8,13,6,8,48,1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,28,3,1,4,1,0,0,nan,39.915522703273496,0.26455026455026454,99.73544973544973
01319,01,319,1074,685,389,0,429,8,426,3,107,63,61,38,27,14,29,6,11,26,2,1,0,2,1,0,0,3,3,0,0,0,0,0,0,0,3,26,2,0,1,0,0,0,nan,39.94413407821229,0.6993006993006993,99.3006993006993
01320,01,320,588,385,203,0,290,6,288,2,87,48,54,19,13,6,17,2,1,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,6,0,0,0,nan,49.31972789115646,0.6896551724137931,99.3103448275862
01321,01,321,994,610,384,0,326,6,324,2,82,47,50,16,27,10,19,6,7,25,2,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,20,2,0,4,0,0,0,nan,32.796780684104625,0.6134969325153374,99.38650306748467
