id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_piraten,party_npd,party_fdp,party_tierschutzpartei,party_pro_deutschland,party_die_partei,party_big,party_dkp,party_ödp,party_psg,party_büso,party_b,party_dl,party_alfa,party_tierschutzallianz,party_afd,party_die_einheit,party_die_violetten,party_graue_panther,party_menschliche_welt,party_mieterpartei,party_gesundheitsforschung,individual_applicant_1,individual_applicant_2,individual_applicant_3,individual_applicant_4,individual_applicant_5,individual_applicant_6,individual_applicant_7,individual_applicant_8,individual_applicant_9,individual_applicant_10,individual_applicant_11,individual_applicant_12,individual_applicant_13,individual_applicant_14,individual_applicant_15,individual_applicant_16,individual_applicant_17,individual_applicant_18,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd_percentage,party_cdu_percentage,party_grüne_percentage,party_die_linke_percentage,party_piraten_percentage,party_npd_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_pro_deutschland_percentage,party_die_partei_percentage,party_big_percentage,party_dkp_percentage,party_ödp_percentage,party_psg_percentage,party_büso_percentage,party_b_percentage,party_dl_percentage,party_alfa_percentage,party_tierschutzallianz_percentage,party_afd_percentage,party_die_einheit_percentage,party_die_violetten_percentage,party_graue_panther_percentage,party_menschliche_welt_percentage,party_mieterpartei_percentage,party_gesundheitsforschung_percentage,individual_applicant_1_percentage,individual_applicant_2_percentage,individual_applicant_3_percentage,individual_applicant_4_percentage,individual_applicant_5_percentage,individual_applicant_6_percentage,individual_applicant_7_percentage,individual_applicant_8_percentage,individual_applicant_9_percentage,individual_applicant_10_percentage,individual_applicant_11_percentage,individual_applicant_12_percentage,individual_applicant_13_percentage,individual_applicant_14_percentage,individual_applicant_15_percentage,individual_applicant_16_percentage,individual_applicant_17_percentage,individual_applicant_18_percentage
012F,01,2F,0,0,0,0,1279,1279,18,1236,310,182,211,307,27,0,77,0,5,0,0,0,0,0,0,0,0,0,0,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,1.4073494917904612,96.63799843627834,25.080906148867317,14.724919093851133,17.071197411003237,24.838187702265373,2.1844660194174756,0.0,6.229773462783172,0.0,0.40453074433656955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.223300970873787,0.0,0.24271844660194172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013A,01,3A,0,0,0,0,901,901,13,885,237,121,252,91,26,0,58,0,0,24,0,0,0,0,0,0,0,0,0,50,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,1.4428412874583796,98.22419533851277,26.779661016949152,13.67231638418079,28.474576271186443,10.282485875706215,2.937853107344633,0.0,6.553672316384181,0.0,0.0,2.711864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.649717514124294,0.0,0.5649717514124294,0.0,0.0,2.3728813559322033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013B,01,3B,0,0,0,0,1339,1339,12,1326,379,186,422,120,15,0,94,0,0,15,0,0,0,0,0,0,0,0,0,73,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.8961911874533234,99.02912621359224,28.582202111613874,14.027149321266968,31.825037707390646,9.049773755656108,1.1312217194570136,0.0,7.088989441930618,0.0,0.0,1.1312217194570136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.505279034690799,0.0,0.6787330316742082,0.0,0.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013C,01,3C,0,0,0,0,1093,1093,6,1084,270,195,299,108,12,0,71,0,0,20,0,0,0,0,0,0,0,0,0,92,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.5489478499542544,99.17657822506862,24.907749077490777,17.988929889298895,27.5830258302583,9.96309963099631,1.107011070110701,0.0,6.549815498154982,0.0,0.0,1.8450184501845017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.487084870848708,0.0,0.27675276752767525,0.0,0.0,1.2915129151291513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013D,01,3D,0,0,0,0,991,991,13,974,258,208,213,76,14,0,90,0,0,12,0,0,0,0,0,0,0,0,0,85,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,1.3118062563067607,98.284561049445,26.488706365503077,21.35523613963039,21.868583162217657,7.802874743326489,1.4373716632443532,0.0,9.240246406570842,0.0,0.0,1.2320328542094456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.726899383983573,0.0,0.20533880903490762,0.0,0.0,1.642710472279261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013E,01,3E,0,0,0,0,1260,1260,8,1251,287,313,220,106,14,0,137,0,0,8,0,0,0,0,0,0,0,0,0,140,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.6349206349206349,99.28571428571429,22.941646682653875,25.01998401278977,17.585931254996005,8.47322142286171,1.1191047162270185,0.0,10.951239008792966,0.0,0.0,0.6394884092725819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.191047162270182,0.0,0.3996802557953637,0.0,0.0,1.6786570743405276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013F,01,3F,0,0,0,0,637,637,2,635,144,96,189,73,19,0,47,0,0,10,0,0,0,0,0,0,0,0,0,39,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.3139717425431711,99.68602825745683,22.677165354330707,15.118110236220472,29.763779527559052,11.496062992125983,2.9921259842519685,0.0,7.4015748031496065,0.0,0.0,1.574803149606299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.141732283464567,0.0,1.7322834645669292,0.0,0.0,1.1023622047244095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014A,01,4A,0,0,0,0,876,876,7,861,200,107,196,172,33,0,51,0,0,35,0,0,0,0,0,0,0,0,0,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,inf,0.7990867579908676,98.28767123287672,23.228803716608596,12.427409988385598,22.76422764227642,19.97677119628339,3.8327526132404177,0.0,5.923344947735192,0.0,0.0,4.0650406504065035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.620209059233449,0.0,0.34843205574912894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014B,01,4B,0,0,0,0,1168,1168,8,1160,273,143,312,222,23,0,63,0,0,38,0,0,0,0,0,0,0,0,0,74,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,inf,0.684931506849315,99.31506849315068,23.53448275862069,12.327586206896552,26.89655172413793,19.137931034482758,1.9827586206896552,0.0,5.43103448275862,0.0,0.0,3.2758620689655173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.379310344827586,0.0,0.43103448275862066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014C,01,4C,0,0,0,0,1007,1007,6,999,256,117,295,160,16,0,57,0,0,33,0,0,0,0,0,0,0,0,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,inf,0.5958291956305859,99.20556107249256,25.625625625625624,11.711711711711711,29.52952952952953,16.016016016016017,1.6016016016016015,0.0,5.7057057057057055,0.0,0.0,3.303303303303303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7057057057057055,0.0,0.20020020020020018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6006006006006006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014D,01,4D,0,0,0,0,884,884,8,876,218,110,227,128,27,0,51,0,0,34,0,0,0,0,0,0,0,0,0,68,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,inf,0.904977375565611,99.09502262443439,24.885844748858446,12.557077625570775,25.91324200913242,14.61187214611872,3.0821917808219177,0.0,5.821917808219178,0.0,0.0,3.881278538812785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76255707762557,0.0,0.91324200913242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5707762557077625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014E,01,4E,0,0,0,0,1094,1094,14,1080,289,127,281,154,37,0,52,0,0,35,0,0,0,0,0,0,0,0,0,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,inf,1.2797074954296161,98.72029250457038,26.75925925925926,11.75925925925926,26.01851851851852,14.25925925925926,3.425925925925926,0.0,4.814814814814815,0.0,0.0,3.2407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88888888888889,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
015A,01,5A,0,0,0,0,967,967,17,948,288,230,114,85,24,0,64,0,0,0,0,0,0,1,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,inf,1.7580144777662874,98.03516028955532,30.37974683544304,24.261603375527425,12.025316455696203,8.966244725738397,2.5316455696202533,0.0,6.751054852320674,0.0,0.0,0.0,0.0,0.0,0.0,0.10548523206751054,0.0,0.0,0.0,0.0,0.0,13.818565400843882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7383966244725738,0.0,0.0,0.0,0.0,0.0,0.42194092827004215,0.0,0.0,0.0,0.0,0.0,0.0
015B,01,5B,0,0,0,0,950,950,15,925,275,214,147,76,18,0,45,0,0,0,0,0,0,5,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,inf,1.5789473684210527,97.36842105263158,29.72972972972973,23.135135135135133,15.891891891891891,8.216216216216216,1.9459459459459458,0.0,4.864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,14.702702702702702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567567567567568,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0
015C,01,5C,0,0,0,0,743,743,18,720,173,85,167,110,35,0,48,0,0,0,0,0,0,6,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,inf,2.4226110363391657,96.90444145356662,24.02777777777778,11.805555555555555,23.194444444444446,15.277777777777779,4.861111111111112,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8055555555555554,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
015D,01,5D,0,0,0,0,1215,1215,22,1191,288,163,347,158,29,0,65,0,0,0,0,0,0,3,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,inf,1.8106995884773662,98.0246913580247,24.181360201511335,13.685978169605374,29.135180520570948,13.266162888329136,2.434928631402183,0.0,5.4575986565911,0.0,0.0,0.0,0.0,0.0,0.0,0.2518891687657431,0.0,0.0,0.0,0.0,0.0,9.319899244332493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0151133501259446,0.0,0.0,0.0,0.0,0.0,0.2518891687657431,0.0,0.0,0.0,0.0,0.0,0.0
015E,01,5E,0,0,0,0,724,724,9,713,152,104,223,92,16,0,35,0,0,0,0,0,0,4,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,inf,1.2430939226519337,98.48066298342542,21.31837307152875,14.586255259467041,31.276297335203367,12.903225806451612,2.244039270687237,0.0,4.908835904628331,0.0,0.0,0.0,0.0,0.0,0.0,0.5610098176718092,0.0,0.0,0.0,0.0,0.0,10.659186535764375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427769985974753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016A,01,6A,0,0,0,0,694,694,16,677,168,96,170,96,28,0,44,0,0,0,0,0,0,4,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,inf,2.3054755043227666,97.55043227665706,24.81536189069424,14.180206794682423,25.11078286558346,14.180206794682423,4.13589364844904,0.0,6.499261447562777,0.0,0.0,0.0,0.0,0.0,0.0,0.5908419497784343,0.0,0.0,0.0,0.0,0.0,9.896602658788774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5908419497784343,0.0
016B,01,6B,0,0,0,0,657,657,7,647,134,65,173,135,29,0,37,0,0,0,0,0,0,6,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,inf,1.06544901065449,98.4779299847793,20.71097372488408,10.046367851622875,26.738794435857805,20.86553323029366,4.482225656877898,0.0,5.7187017001545595,0.0,0.0,0.0,0.0,0.0,0.0,0.9273570324574961,0.0,0.0,0.0,0.0,0.0,9.891808346213292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6182380216383307,0.0
016C,01,6C,0,0,0,0,926,926,11,913,217,92,279,168,46,0,38,0,0,0,0,0,0,7,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,inf,1.187904967602592,98.59611231101512,23.767798466593646,10.076670317634173,30.558598028477547,18.400876232201533,5.038335158817087,0.0,4.16210295728368,0.0,0.0,0.0,0.0,0.0,0.0,0.7667031763417306,0.0,0.0,0.0,0.0,0.0,6.900328587075576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32858707557502737,0.0
016D,01,6D,0,0,0,0,737,737,16,721,171,78,226,99,38,0,36,0,0,0,0,0,0,6,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,inf,2.1709633649932156,97.82903663500679,23.71705963938974,10.818307905686545,31.345353675450767,13.730929264909847,5.270457697642163,0.0,4.993065187239944,0.0,0.0,0.0,0.0,0.0,0.0,0.8321775312066574,0.0,0.0,0.0,0.0,0.0,9.015256588072122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27739251040221913,0.0
016E,01,6E,0,0,0,0,733,733,15,717,177,73,191,128,28,0,34,0,0,0,0,0,0,6,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,inf,2.046384720327422,97.81718963165075,24.686192468619247,10.181311018131103,26.638772663877262,17.85216178521618,3.905160390516039,0.0,4.741980474198047,0.0,0.0,0.0,0.0,0.0,0.0,0.8368200836820083,0.0,0.0,0.0,0.0,0.0,9.902370990237099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2552301255230125,0.0
017A,01,7A,0,0,0,0,838,838,7,831,238,85,231,141,32,0,36,0,0,0,0,0,0,4,0,0,0,0,0,54,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.8353221957040573,99.16467780429595,28.640192539109506,10.22864019253911,27.79783393501805,16.967509025270758,3.850782190132371,0.0,4.332129963898916,0.0,0.0,0.0,0.0,0.0,0.0,0.48134777376654636,0.0,0.0,0.0,0.0,0.0,6.4981949458483745,0.0,1.203369434416366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
017B,01,7B,0,0,0,0,1008,1008,10,998,290,132,236,178,20,0,53,0,0,0,0,0,0,5,0,0,0,0,0,73,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.992063492063492,99.0079365079365,29.058116232464933,13.226452905811623,23.647294589178355,17.835671342685373,2.004008016032064,0.0,5.31062124248497,0.0,0.0,0.0,0.0,0.0,0.0,0.501002004008016,0.0,0.0,0.0,0.0,0.0,7.3146292585170345,0.0,1.1022044088176353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
