address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_grüne,party_grüne_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
09W405,09,Treptow-Köpenick,405,W,094E,O,4,84,1901,1052,17,1035,341,32.9,190,18.4,266,25.7,37,3.6,57,5.5,24,2.3,120,11.6
09W406,09,Treptow-Köpenick,406,W,094C,O,4,84,1939,1042,21,1021,243,23.8,200,19.6,326,31.9,55,5.4,58,5.7,16,1.6,123,12.0
09W407,09,Treptow-Köpenick,407,W,094C,O,4,84,1521,833,17,816,180,22.1,142,17.4,255,31.3,82,10.0,58,7.1,12,1.5,87,10.7
09W408,09,Treptow-Köpenick,408,W,094C,O,4,84,1106,544,3,541,145,26.8,119,22.0,136,25.1,40,7.4,33,6.1,8,1.5,60,11.1
09W409,09,Treptow-Köpenick,409,W,094B,O,4,84,1747,852,12,840,175,20.8,208,24.8,277,33.0,37,4.4,55,6.5,15,1.8,73,8.7
09W410,09,Treptow-Köpenick,410,W,094B,O,4,84,1640,713,20,693,127,18.3,122,17.6,195,28.1,23,3.3,73,10.5,12,1.7,141,20.3
09W411,09,Treptow-Köpenick,411,W,094B,O,4,84,1257,727,14,713,195,27.3,165,23.1,233,32.7,36,5.0,37,5.2,8,1.1,39,5.5
09W412,09,Treptow-Köpenick,412,W,094B,O,4,84,2118,1230,15,1215,345,28.4,290,23.9,305,25.1,65,5.3,87,7.2,32,2.6,91,7.5
09W413,09,Treptow-Köpenick,413,W,094E,O,4,84,1307,807,7,800,259,32.4,170,21.3,188,23.5,61,7.6,48,6.0,16,2.0,58,7.3
09W414,09,Treptow-Köpenick,414,W,094E,O,4,84,1475,978,8,970,321,33.1,199,20.5,242,24.9,57,5.9,54,5.6,33,3.4,64,6.6
09W415,09,Treptow-Köpenick,415,W,094E,O,4,84,791,479,4,475,142,29.9,94,19.8,131,27.6,37,7.8,24,5.1,8,1.7,39,8.2
09W416,09,Treptow-Köpenick,416,W,094E,O,4,84,730,450,4,446,159,35.7,87,19.5,106,23.8,33,7.4,22,4.9,15,3.4,24,5.4
09W417,09,Treptow-Köpenick,417,W,094E,O,4,84,367,223,2,221,86,38.9,43,19.5,38,17.2,18,8.1,12,5.4,9,4.1,15,6.8
09W418,09,Treptow-Köpenick,418,W,094C,O,4,84,1895,1063,17,1046,269,25.7,235,22.5,294,28.1,71,6.8,63,6.0,22,2.1,92,8.8
09W419,09,Treptow-Köpenick,419,W,094D,O,4,84,1504,842,13,829,180,21.7,173,20.9,235,28.3,77,9.3,51,6.2,17,2.1,96,11.6
09W420,09,Treptow-Köpenick,420,W,094D,O,4,84,1162,576,17,559,115,20.6,88,15.7,192,34.3,41,7.3,35,6.3,15,2.7,73,13.1
09W421,09,Treptow-Köpenick,421,W,094D,O,4,84,1883,996,21,975,215,22.1,196,20.1,288,29.5,64,6.6,72,7.4,12,1.2,128,13.1
09W422,09,Treptow-Köpenick,422,W,094D,O,4,84,1601,857,12,845,272,32.2,190,22.5,262,31.0,38,4.5,32,3.8,13,1.5,38,4.5
09W501,09,Treptow-Köpenick,501,W,095A,O,5,84,1535,857,7,850,215,25.3,171,20.1,231,27.2,87,10.2,49,5.8,13,1.5,84,9.9
09W502,09,Treptow-Köpenick,502,W,095A,O,5,84,1819,960,21,939,224,23.9,198,21.1,318,33.9,38,4.0,56,6.0,9,1.0,96,10.2
09W503,09,Treptow-Köpenick,503,W,095A,O,5,84,1357,725,4,721,179,24.8,179,24.8,241,33.4,23,3.2,33,4.6,2,0.3,64,8.9
09W504,09,Treptow-Köpenick,504,W,095B,O,5,84,1921,1042,17,1025,246,24.0,236,23.0,404,39.4,31,3.0,41,4.0,9,0.9,58,5.7
09W505,09,Treptow-Köpenick,505,W,095B,O,5,84,1283,744,5,739,202,27.3,160,21.7,210,28.4,53,7.2,44,6.0,17,2.3,53,7.2
09W506,09,Treptow-Köpenick,506,W,095B,O,5,84,1362,711,12,699,144,20.6,143,20.5,241,34.5,22,3.1,52,7.4,4,0.6,93,13.3
09W507,09,Treptow-Köpenick,507,W,095B,O,5,84,902,498,9,489,100,20.4,113,23.1,188,38.4,24,4.9,25,5.1,4,0.8,35,7.2
09W508,09,Treptow-Köpenick,508,W,095B,O,5,84,1468,746,22,724,148,20.4,151,20.9,265,36.6,28,3.9,50,6.9,4,0.6,78,10.8
09W509,09,Treptow-Köpenick,509,W,095A,O,5,84,1524,817,21,796,180,22.6,148,18.6,253,31.8,37,4.6,51,6.4,21,2.6,106,13.3
09W510,09,Treptow-Köpenick,510,W,095C,O,5,84,1364,608,19,589,125,21.2,109,18.5,190,32.3,39,6.6,47,8.0,5,0.8,74,12.6
09W511,09,Treptow-Köpenick,511,W,095C,O,5,84,1673,999,9,990,274,27.7,215,21.7,291,29.4,53,5.4,72,7.3,17,1.7,68,6.9
09W512,09,Treptow-Köpenick,512,W,095C,O,5,84,2032,1062,14,1048,285,27.2,209,19.9,287,27.4,60,5.7,88,8.4,28,2.7,91,8.7
09W513,09,Treptow-Köpenick,513,W,095D,O,5,84,2132,1210,17,1193,337,28.2,285,23.9,371,31.1,46,3.9,66,5.5,19,1.6,69,5.8
09W514,09,Treptow-Köpenick,514,W,095D,O,5,84,2132,1208,19,1189,278,23.4,266,22.4,442,37.2,39,3.3,71,6.0,19,1.6,74,6.2
09W515,09,Treptow-Köpenick,515,W,095D,O,5,84,1940,1125,4,1121,372,33.2,240,21.4,256,22.8,77,6.9,65,5.8,52,4.6,59,5.3
09W516,09,Treptow-Köpenick,516,W,095E,O,5,84,2027,1301,29,1272,423,33.3,208,16.4,374,29.4,42,3.3,81,6.4,21,1.7,123,9.7
09W517,09,Treptow-Köpenick,517,W,095E,O,5,84,1992,1209,19,1190,427,35.9,199,16.7,313,26.3,46,3.9,68,5.7,28,2.4,109,9.2
09W518,09,Treptow-Köpenick,518,W,095E,O,5,84,1607,942,23,919,309,33.6,143,15.6,225,24.5,62,6.7,62,6.7,14,1.5,104,11.3
09W601,09,Treptow-Köpenick,601,W,096A,O,6,84,1938,1101,28,1073,281,26.2,237,22.1,305,28.4,111,10.3,52,4.8,17,1.6,70,6.5
09W602,09,Treptow-Köpenick,602,W,096A,O,6,84,1398,861,6,855,235,27.5,191,22.3,206,24.1,126,14.7,30,3.5,18,2.1,49,5.7
09W603,09,Treptow-Köpenick,603,W,096A,O,6,84,1461,923,14,909,182,20.0,203,22.3,320,35.2,81,8.9,37,4.1,18,2.0,68,7.5
09W604,09,Treptow-Köpenick,604,W,096A,O,6,84,1885,1146,22,1124,291,25.9,217,19.3,292,26.0,165,14.7,43,3.8,22,2.0,94,8.4
09W605,09,Treptow-Köpenick,605,W,096B,O,6,84,2220,1298,13,1285,314,24.4,254,19.8,443,34.5,80,6.2,72,5.6,35,2.7,87,6.8
09W606,09,Treptow-Köpenick,606,W,096B,O,6,84,1966,1153,15,1138,293,25.7,255,22.4,372,32.7,93,8.2,38,3.3,20,1.8,67,5.9
09W607,09,Treptow-Köpenick,607,W,096C,O,6,84,1657,951,16,935,202,21.6,190,20.3,305,32.6,88,9.4,50,5.3,12,1.3,88,9.4
09W608,09,Treptow-Köpenick,608,W,096B,O,6,84,2287,1411,19,1392,340,24.4,305,21.9,444,31.9,107,7.7,61,4.4,38,2.7,97,7.0
09W609,09,Treptow-Köpenick,609,W,096C,O,6,84,1531,855,13,842,223,26.5,190,22.6,257,30.5,47,5.6,43,5.1,13,1.5,69,8.2
09W610,09,Treptow-Köpenick,610,W,096C,O,6,84,1272,796,9,787,198,25.2,189,24.0,226,28.7,43,5.5,47,6.0,15,1.9,69,8.8
09W611,09,Treptow-Köpenick,611,W,096C,O,6,84,1702,944,16,928,253,27.3,206,22.2,269,29.0,59,6.4,59,6.4,12,1.3,70,7.5
09W612,09,Treptow-Köpenick,612,W,096D,O,6,84,2126,1273,15,1258,363,28.9,294,23.4,355,28.2,66,5.2,75,6.0,18,1.4,87,6.9
09W613,09,Treptow-Köpenick,613,W,096D,O,6,84,1360,706,13,693,161,23.2,161,23.2,226,32.6,24,3.5,46,6.6,10,1.4,65,9.4
09W614,09,Treptow-Köpenick,614,W,096D,O,6,84,2622,1462,27,1435,374,26.1,329,22.9,454,31.6,65,4.5,93,6.5,26,1.8,94,6.6
09W615,09,Treptow-Köpenick,615,W,096E,O,6,84,1220,715,8,707,214,30.3,134,19.0,170,24.0,77,10.9,45,6.4,19,2.7,48,6.8
09W616,09,Treptow-Köpenick,616,W,096E,O,6,84,1527,898,9,889,286,32.2,166,18.7,221,24.9,75,8.4,66,7.4,22,2.5,53,6.0
09W617,09,Treptow-Köpenick,617,W,096E,O,6,84,1851,1094,8,1086,397,36.6,175,16.1,242,22.3,72,6.6,76,7.0,34,3.1,90,8.3
09W618,09,Treptow-Köpenick,618,W,096E,O,6,84,1510,888,16,872,262,30.0,196,22.5,215,24.7,80,9.2,58,6.7,15,1.7,46,5.3
09W619,09,Treptow-Köpenick,619,W,096E,O,6,84,1348,813,8,805,283,35.2,143,17.8,208,25.8,66,8.2,48,6.0,12,1.5,45,5.6
10B1A,10,Marzahn-Hellersdorf,1A,B,101A,O,1,85,0,344,3,341,67,19.6,63,18.5,136,39.9,16,4.7,21,6.2,4,1.2,34,10.0
10B1B,10,Marzahn-Hellersdorf,1B,B,101B,O,1,85,0,336,4,332,65,19.6,61,18.4,133,40.1,15,4.5,21,6.3,4,1.2,33,9.9
10B1C,10,Marzahn-Hellersdorf,1C,B,101C,O,1,85,0,436,5,431,82,19.0,77,17.9,188,43.6,15,3.5,21,4.9,6,1.4,42,9.7
10B1D,10,Marzahn-Hellersdorf,1D,B,101D,O,1,85,0,309,6,303,57,18.8,54,17.8,137,45.2,9,3.0,14,4.6,4,1.3,28,9.2
10B1E,10,Marzahn-Hellersdorf,1E,B,101E,O,1,85,0,581,7,574,112,19.5,103,17.9,252,43.9,20,3.5,28,4.9,8,1.4,51,8.9
10B1F,10,Marzahn-Hellersdorf,1F,B,101F,O,1,85,0,471,8,463,95,20.5,85,18.4,196,42.3,18,3.9,24,5.2,7,1.5,38,8.2
10B1G,10,Marzahn-Hellersdorf,1G,B,101G,O,1,85,0,397,4,393,82,20.9,70,17.8,159,40.5,18,4.6,24,6.1,6,1.5,34,8.7
10B1H,10,Marzahn-Hellersdorf,1H,B,101H,O,1,85,0,292,4,288,61,21.2,51,17.7,117,40.6,14,4.9,17,5.9,4,1.4,24,8.3
10B2A,10,Marzahn-Hellersdorf,2A,B,102A,O,2,85,0,508,8,500,115,23.0,101,20.2,213,42.6,10,2.0,20,4.0,6,1.2,35,7.0
10B2B,10,Marzahn-Hellersdorf,2B,B,102B,O,2,85,0,579,10,569,131,23.0,119,20.9,232,40.8,13,2.3,23,4.0,7,1.2,44,7.7
10B2C,10,Marzahn-Hellersdorf,2C,B,102C,O,2,85,0,281,5,276,64,23.2,59,21.4,107,38.8,7,2.5,11,4.0,4,1.4,24,8.7
10B2D,10,Marzahn-Hellersdorf,2D,B,102D,O,2,85,0,549,8,541,125,23.1,112,20.7,214,39.6,15,2.8,23,4.3,6,1.1,46,8.5
10B2E,10,Marzahn-Hellersdorf,2E,B,102E,O,2,85,0,507,5,502,118,23.5,98,19.5,202,40.2,16,3.2,25,5.0,5,1.0,38,7.6
10B2F,10,Marzahn-Hellersdorf,2F,B,102F,O,2,85,0,455,3,452,111,24.6,88,19.5,179,39.6,17,3.8,20,4.4,7,1.5,30,6.6
10B2G,10,Marzahn-Hellersdorf,2G,B,102G,O,2,85,0,494,4,490,126,25.7,96,19.6,191,39.0,20,4.1,19,3.9,10,2.0,28,5.7
10B2H,10,Marzahn-Hellersdorf,2H,B,102H,O,2,85,0,325,2,323,75,23.2,66,20.4,129,39.9,13,4.0,17,5.3,5,1.5,18,5.6
10B2J,10,Marzahn-Hellersdorf,2J,B,102J,O,2,85,0,296,1,295,69,23.4,60,20.3,117,39.7,12,4.1,16,5.4,5,1.7,16,5.4
10B2K,10,Marzahn-Hellersdorf,2K,B,102K,O,2,85,0,352,0,352,82,23.3,71,20.2,140,39.8,14,4.0,19,5.4,6,1.7,20,5.7
10B2L,10,Marzahn-Hellersdorf,2L,B,102L,O,2,85,0,431,6,425,98,23.1,82,19.3,174,40.9,22,5.2,15,3.5,6,1.4,28,6.6
10B2M,10,Marzahn-Hellersdorf,2M,B,102M,O,2,85,0,386,8,378,88,23.3,73,19.3,155,41.0,20,5.3,14,3.7,5,1.3,23,6.1
10B3A,10,Marzahn-Hellersdorf,3A,B,103A,O,3,85,0,304,3,301,62,20.6,60,19.9,121,40.2,9,3.0,11,3.7,4,1.3,34,11.3
10B3B,10,Marzahn-Hellersdorf,3B,B,103B,O,3,85,0,412,5,407,84,20.6,81,19.9,163,40.0,12,2.9,14,3.4,6,1.5,47,11.5
10B3C,10,Marzahn-Hellersdorf,3C,B,103C,O,3,85,0,364,1,363,68,18.7,67,18.5,152,41.9,13,3.6,16,4.4,5,1.4,42,11.6
10B3D,10,Marzahn-Hellersdorf,3D,B,103D,O,3,85,0,383,1,382,67,17.5,65,17.0,166,43.5,15,3.9,19,5.0,5,1.3,45,11.8
10B3E,10,Marzahn-Hellersdorf,3E,B,103E,O,3,85,0,549,5,544,95,17.5,91,16.7,231,42.5,20,3.7,27,5.0,9,1.7,71,13.1
10B3F,10,Marzahn-Hellersdorf,3F,B,103F,O,3,85,0,442,7,435,77,17.7,71,16.3,180,41.4,15,3.4,21,4.8,8,1.8,63,14.5
10B3G,10,Marzahn-Hellersdorf,3G,B,103G,O,3,85,0,491,6,485,95,19.6,89,18.4,206,42.5,18,3.7,22,4.5,7,1.4,48,9.9
10B3H,10,Marzahn-Hellersdorf,3H,B,103H,O,3,85,0,500,4,496,97,19.6,91,18.3,210,42.3,19,3.8,22,4.4,7,1.4,50,10.1
10B4A,10,Marzahn-Hellersdorf,4A,B,104A,O,4,85,0,300,4,296,58,19.6,54,18.2,135,45.6,13,4.4,13,4.4,2,0.7,21,7.1
10B4B,10,Marzahn-Hellersdorf,4B,B,104B,O,4,85,0,596,10,586,114,19.5,108,18.4,268,45.7,25,4.3,26,4.4,3,0.5,42,7.2
10B4C,10,Marzahn-Hellersdorf,4C,B,104C,O,4,85,0,336,2,334,65,19.5,68,20.4,151,45.2,11,3.3,11,3.3,8,2.4,20,6.0
10B4D,10,Marzahn-Hellersdorf,4D,B,104D,O,4,85,0,635,4,631,169,26.8,129,20.4,227,36.0,31,4.9,22,3.5,18,2.9,35,5.5
10B4E,10,Marzahn-Hellersdorf,4E,B,104E,O,4,85,0,325,2,323,65,20.1,65,20.1,144,44.6,11,3.4,11,3.4,8,2.5,19,5.9
10B4F,10,Marzahn-Hellersdorf,4F,B,104F,O,4,85,0,390,2,388,129,33.2,71,18.3,119,30.7,23,5.9,18,4.6,6,1.5,22,5.7
10B4G,10,Marzahn-Hellersdorf,4G,B,104G,O,4,85,0,754,3,751,230,30.6,142,18.9,245,32.6,44,5.9,31,4.1,17,2.3,42,5.6
10B4H,10,Marzahn-Hellersdorf,4H,B,104H,O,4,85,0,336,3,333,88,26.4,68,20.4,119,35.7,19,5.7,11,3.3,10,3.0,18,5.4
10B4J,10,Marzahn-Hellersdorf,4J,B,104J,O,4,85,0,582,7,575,167,29.0,113,19.7,199,34.6,28,4.9,20,3.5,15,2.6,33,5.7
10B4K,10,Marzahn-Hellersdorf,4K,B,104K,O,4,85,0,303,6,297,93,31.3,57,19.2,100,33.7,12,4.0,11,3.7,7,2.4,17,5.7
10B4L,10,Marzahn-Hellersdorf,4L,B,104L,O,4,85,0,329,7,322,102,31.7,61,18.9,108,33.5,13,4.0,12,3.7,7,2.2,19,5.9
10B4M,10,Marzahn-Hellersdorf,4M,B,104M,O,4,85,0,460,3,457,139,30.4,102,22.3,122,26.7,37,8.1,22,4.8,11,2.4,24,5.3
10B4N,10,Marzahn-Hellersdorf,4N,B,104N,O,4,85,0,354,2,352,107,30.4,79,22.4,94,26.7,28,8.0,17,4.8,8,2.3,19,5.4
10B4P,10,Marzahn-Hellersdorf,4P,B,104P,O,4,85,0,508,3,505,172,34.1,104,20.6,134,26.5,33,6.5,19,3.8,17,3.4,26,5.1
10B5A,10,Marzahn-Hellersdorf,5A,B,105A,O,5,85,0,427,3,424,140,33.0,91,21.5,105,24.8,30,7.1,18,4.2,21,5.0,19,4.5
10B5B,10,Marzahn-Hellersdorf,5B,B,105B,O,5,85,0,424,2,422,142,33.6,87,20.6,107,25.4,30,7.1,17,4.0,18,4.3,21,5.0
10B5C,10,Marzahn-Hellersdorf,5C,B,105C,O,5,85,0,359,1,358,146,40.8,53,14.8,87,24.3,20,5.6,16,4.5,9,2.5,27,7.5
10B5D,10,Marzahn-Hellersdorf,5D,B,105D,O,5,85,0,370,1,369,153,41.5,53,14.4,89,24.1,20,5.4,17,4.6,9,2.4,28,7.6
10B5E,10,Marzahn-Hellersdorf,5E,B,105E,O,5,85,0,421,4,417,141,33.8,86,20.6,106,25.4,30,7.2,17,4.1,18,4.3,19,4.6
10B5F,10,Marzahn-Hellersdorf,5F,B,105F,O,5,85,0,382,3,379,132,34.8,73,19.3,101,26.6,27,7.1,16,4.2,13,3.4,17,4.5
10B5G,10,Marzahn-Hellersdorf,5G,B,105G,O,5,85,0,360,3,357,124,34.7,69,19.3,95,26.6,26,7.3,15,4.2,12,3.4,16,4.5
10B5H,10,Marzahn-Hellersdorf,5H,B,105H,O,5,85,0,329,4,325,102,31.4,58,17.8,102,31.4,22,6.8,9,2.8,10,3.1,22,6.8
10B5J,10,Marzahn-Hellersdorf,5J,B,105J,O,5,85,0,310,5,305,96,31.5,54,17.7,96,31.5,20,6.6,8,2.6,9,3.0,22,7.2
10B5K,10,Marzahn-Hellersdorf,5K,B,105K,O,5,85,0,406,1,405,124,30.6,76,18.8,122,30.1,28,6.9,13,3.2,12,3.0,30,7.4
10B5L,10,Marzahn-Hellersdorf,5L,B,105L,O,5,85,0,438,4,434,129,29.7,94,21.7,117,27.0,34,7.8,19,4.4,11,2.5,30,6.9
10B5M,10,Marzahn-Hellersdorf,5M,B,105M,O,5,85,0,384,1,383,112,29.2,85,22.2,101,26.4,31,8.1,18,4.7,9,2.3,27,7.0
10B5N,10,Marzahn-Hellersdorf,5N,B,105N,O,5,85,0,350,3,347,102,29.4,77,22.2,92,26.5,28,8.1,16,4.6,8,2.3,24,6.9
10B5P,10,Marzahn-Hellersdorf,5P,B,105P,O,5,85,0,441,3,438,152,34.7,85,19.4,107,24.4,34,7.8,22,5.0,10,2.3,28,6.4
10B5Q,10,Marzahn-Hellersdorf,5Q,B,105Q,O,5,85,0,417,3,414,143,34.5,80,19.3,102,24.6,32,7.7,21,5.1,9,2.2,27,6.5
10B5R,10,Marzahn-Hellersdorf,5R,B,105R,O,5,85,0,429,3,426,130,30.5,75,17.6,128,30.0,29,6.8,20,4.7,18,4.2,26,6.1
10B5S,10,Marzahn-Hellersdorf,5S,B,105S,O,5,85,0,405,6,399,123,30.8,71,17.8,120,30.1,27,6.8,19,4.8,17,4.3,22,5.5
10B6A,10,Marzahn-Hellersdorf,6A,B,106A,O,6,85,0,436,4,432,79,18.3,90,20.8,150,34.7,16,3.7,24,5.6,10,2.3,63,14.6
10B6B,10,Marzahn-Hellersdorf,6B,B,106B,O,6,85,0,495,5,490,107,21.8,93,19.0,187,38.2,18,3.7,24,4.9,8,1.6,53,10.8
10B6C,10,Marzahn-Hellersdorf,6C,B,106C,O,6,85,0,288,4,284,52,18.3,59,20.8,99,34.9,10,3.5,16,5.6,7,2.5,41,14.4
10B6D,10,Marzahn-Hellersdorf,6D,B,106D,O,6,85,0,575,4,571,127,22.2,98,17.2,238,41.7,26,4.6,25,4.4,8,1.4,49,8.6
10B6E,10,Marzahn-Hellersdorf,6E,B,106E,O,6,85,0,494,0,494,109,22.1,84,17.0,205,41.5,23,4.7,22,4.5,7,1.4,44,8.9
10B6F,10,Marzahn-Hellersdorf,6F,B,106F,O,6,85,0,287,2,285,57,20.0,48,16.8,121,42.5,16,5.6,12,4.2,5,1.8,26,9.1
10B6G,10,Marzahn-Hellersdorf,6G,B,106G,O,6,85,0,665,5,660,194,29.4,129,19.5,192,29.1,44,6.7,27,4.1,17,2.6,57,8.6
10B6H,10,Marzahn-Hellersdorf,6H,B,106H,O,6,85,0,336,5,331,98,29.6,65,19.6,97,29.3,22,6.6,13,3.9,9,2.7,27,8.2
10B6J,10,Marzahn-Hellersdorf,6J,B,106J,O,6,85,0,392,6,386,71,18.4,81,21.0,133,34.5,19,4.9,24,6.2,6,1.6,52,13.5
10B6K,10,Marzahn-Hellersdorf,6K,B,106K,O,6,85,0,453,3,450,82,18.2,93,20.7,154,34.2,22,4.9,28,6.2,7,1.6,64,14.2
10W101,10,Marzahn-Hellersdorf,101,W,101A,O,1,85,1795,744,18,726,140,19.3,118,16.3,270,37.2,19,2.6,54,7.4,7,1.0,118,16.3
10W102,10,Marzahn-Hellersdorf,102,W,101A,O,1,85,1118,566,10,556,111,20.0,100,18.0,209,37.6,19,3.4,58,10.4,5,0.9,54,9.7
10W103,10,Marzahn-Hellersdorf,103,W,101A,O,1,85,1304,520,14,506,99,19.6,99,19.6,180,35.6,12,2.4,47,9.3,5,1.0,64,12.6
10W104,10,Marzahn-Hellersdorf,104,W,101B,O,1,85,1448,702,19,683,162,23.7,128,18.7,236,34.6,14,2.0,56,8.2,3,0.4,84,12.3
10W105,10,Marzahn-Hellersdorf,105,W,101B,O,1,85,1397,619,9,610,160,26.2,89,14.6,211,34.6,6,1.0,59,9.7,10,1.6,75,12.3
10W106,10,Marzahn-Hellersdorf,106,W,101B,O,1,85,1364,616,18,598,126,21.1,89,14.9,240,40.1,18,3.0,34,5.7,4,0.7,87,14.5
10W107,10,Marzahn-Hellersdorf,107,W,101C,O,1,85,1663,791,16,775,162,20.9,149,19.2,298,38.5,18,2.3,48,6.2,7,0.9,93,12.0
10W108,10,Marzahn-Hellersdorf,108,W,101C,O,1,85,1690,704,16,688,145,21.1,122,17.7,261,37.9,13,1.9,50,7.3,8,1.2,89,12.9
10W109,10,Marzahn-Hellersdorf,109,W,101C,O,1,85,1676,621,11,610,98,16.1,99,16.2,234,38.4,20,3.3,58,9.5,10,1.6,91,14.9
10W110,10,Marzahn-Hellersdorf,110,W,101D,O,1,85,1764,700,14,686,135,19.7,121,17.6,252,36.7,18,2.6,56,8.2,17,2.5,87,12.7
10W111,10,Marzahn-Hellersdorf,111,W,101D,O,1,85,1964,881,17,864,206,23.8,165,19.1,323,37.4,21,2.4,38,4.4,6,0.7,105,12.2
10W112,10,Marzahn-Hellersdorf,112,W,101E,O,1,85,1712,747,15,732,158,21.6,118,16.1,281,38.4,20,2.7,49,6.7,9,1.2,97,13.3
10W113,10,Marzahn-Hellersdorf,113,W,101E,O,1,85,1788,711,15,696,143,20.5,141,20.3,232,33.3,27,3.9,50,7.2,8,1.1,95,13.6
10W114,10,Marzahn-Hellersdorf,114,W,101E,O,1,85,1871,841,17,824,198,24.0,154,18.7,289,35.1,22,2.7,63,7.6,14,1.7,84,10.2
10W115,10,Marzahn-Hellersdorf,115,W,101F,O,1,85,2150,1164,23,1141,295,25.9,199,17.4,414,36.3,39,3.4,79,6.9,6,0.5,109,9.6
10W116,10,Marzahn-Hellersdorf,116,W,101F,O,1,85,1838,745,7,738,138,18.7,153,20.7,267,36.2,19,2.6,51,6.9,9,1.2,101,13.7
10W117,10,Marzahn-Hellersdorf,117,W,101G,O,1,85,1894,949,22,927,196,21.1,151,16.3,323,34.8,21,2.3,65,7.0,21,2.3,150,16.2
10W118,10,Marzahn-Hellersdorf,118,W,101G,O,1,85,1599,674,6,668,135,20.2,115,17.2,251,37.6,20,3.0,42,6.3,9,1.3,96,14.4
10W119,10,Marzahn-Hellersdorf,119,W,101H,O,1,85,1586,806,15,791,129,16.3,172,21.7,286,36.2,23,2.9,76,9.6,7,0.9,98,12.4
10W120,10,Marzahn-Hellersdorf,120,W,101H,O,1,85,1328,530,8,522,94,18.0,102,19.5,184,35.2,15,2.9,48,9.2,6,1.1,73,14.0
10W201,10,Marzahn-Hellersdorf,201,W,102A,O,2,85,1891,972,21,951,231,24.3,205,21.6,343,36.1,23,2.4,58,6.1,8,0.8,83,8.7
10W202,10,Marzahn-Hellersdorf,202,W,102A,O,2,85,1931,811,17,794,185,23.3,169,21.3,265,33.4,23,2.9,41,5.2,6,0.8,105,13.2
10W203,10,Marzahn-Hellersdorf,203,W,102B,O,2,85,2098,948,20,928,230,24.8,197,21.2,350,37.7,22,2.4,38,4.1,10,1.1,81,8.7
10W204,10,Marzahn-Hellersdorf,204,W,102C,O,2,85,2184,1062,23,1039,245,23.6,201,19.3,404,38.9,28,2.7,63,6.1,17,1.6,81,7.8
10W205,10,Marzahn-Hellersdorf,205,W,102B,O,2,85,1994,830,9,821,168,20.5,147,17.9,338,41.2,19,2.3,68,8.3,14,1.7,67,8.2
10W206,10,Marzahn-Hellersdorf,206,W,102D,O,2,85,1783,823,11,812,174,21.4,180,22.2,283,34.9,20,2.5,47,5.8,16,2.0,92,11.3
10W207,10,Marzahn-Hellersdorf,207,W,102D,O,2,85,1776,924,11,913,187,20.5,203,22.2,343,37.6,20,2.2,61,6.7,11,1.2,88,9.6
10W208,10,Marzahn-Hellersdorf,208,W,102E,O,2,85,1828,879,19,860,177,20.6,172,20.0,307,35.7,20,2.3,67,7.8,12,1.4,105,12.2
10W209,10,Marzahn-Hellersdorf,209,W,102E,O,2,85,1597,764,15,749,187,25.0,143,19.1,282,37.7,25,3.3,42,5.6,9,1.2,61,8.1
10W210,10,Marzahn-Hellersdorf,210,W,102F,O,2,85,1932,994,21,973,216,22.2,180,18.5,401,41.2,18,1.8,45,4.6,19,2.0,94,9.7
10W211,10,Marzahn-Hellersdorf,211,W,102F,O,2,85,1475,663,19,644,130,20.2,124,19.3,270,41.9,9,1.4,30,4.7,4,0.6,77,12.0
10W212,10,Marzahn-Hellersdorf,212,W,102G,O,2,85,1541,807,10,797,220,27.6,164,20.6,266,33.4,23,2.9,44,5.5,17,2.1,63,7.9
10W213,10,Marzahn-Hellersdorf,213,W,102G,O,2,85,1946,981,12,969,236,24.4,183,18.9,352,36.3,30,3.1,44,4.5,15,1.5,109,11.2
10W214,10,Marzahn-Hellersdorf,214,W,102H,O,2,85,1681,908,19,889,237,26.7,179,20.1,321,36.1,19,2.1,49,5.5,15,1.7,69,7.8
10W215,10,Marzahn-Hellersdorf,215,W,102J,O,2,85,1726,913,12,901,194,21.5,190,21.1,344,38.2,31,3.4,58,6.4,8,0.9,76,8.4
10W216,10,Marzahn-Hellersdorf,216,W,102K,O,2,85,1984,1066,12,1054,283,26.9,208,19.7,366,34.7,31,2.9,72,6.8,17,1.6,77,7.3
10W217,10,Marzahn-Hellersdorf,217,W,102L,O,2,85,1605,787,25,762,178,23.4,141,18.5,285,37.4,17,2.2,47,6.2,12,1.6,82,10.8
10W218,10,Marzahn-Hellersdorf,218,W,102L,O,2,85,1467,776,11,765,204,26.7,173,22.6,264,34.5,18,2.4,48,6.3,5,0.7,53,6.9
10W219,10,Marzahn-Hellersdorf,219,W,102M,O,2,85,1311,569,16,553,105,19.0,116,21.0,208,37.6,16,2.9,43,7.8,11,2.0,54,9.8
10W220,10,Marzahn-Hellersdorf,220,W,102M,O,2,85,1533,877,15,862,226,26.2,154,17.9,348,40.4,17,2.0,53,6.1,14,1.6,50,5.8
